Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"RIVIERA VERDE ETAPA 3, Apartamento en Venta en Galicia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/riviera-verde-etapa-3-apartamentos-en-venta-en-galicia-pereira/15017990,15017990,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.693355de8ac28_infocdn__amulktts0abs8ipeeliru3kl12bkexdyrs3g8k9sjpg.jpg,[],Desde $ 568.400.000,3 Habs. 2 Baños 70 m²,"Riviera verde etapa 3, apartamento en venta en galicia, pereira","Apartamento enPereira, Risaralda",ASUL CONSTRUCTORA,Llamar,"¿QUÉ ES ESTAR EN LO ALTO?Es estar más cerca al canto de las aves. Es sentir el abrazo cálido de un guadual. Es darle altura a tus sueños. Es tener el PRIVILEGIO DE VER EL AMANECER DE PRIMERO.Aquí despertar no solo es abrir los ojos, es ABRIR LOS SENTIDOS.Entendimos que el verdadero lujo está en la conexión con lo natural. Vivir aquí es descubrir que la verdadera riqueza está en la paz, en despertar sin ruido, en Gimnasio Piscina para adultos Zona de mascotas ver el cielo más cerca y respirar más profundo.",[],4.8019821,-75.8036482,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,2026-08-03
"Senderos de Cerritos, Apartamento en Venta en Galicia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/senderos-de-cerritos-apartamentos-en-venta-en-galicia-pereira/15018000,15018000,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69400b1ab9930_infocdn__mvmckzegjrzfta3lpq7wwxxxtujrg8wrokzifqmxjpg.jpg,[],Desde $ 415.163.376,3 Habs. 2 Baños 62 m²,"Senderos de cerritos, apartamento en venta en galicia, pereira","Apartamento enPereira, Risaralda",CUPULA,Llamar,"Senderos de Cerritos es el proyecto sobre planos que demuestra que invertir en un NO VIS sí es posible. Con un valor por metro cuadrado altamente competitivo frente a otros desarrollos del sector, se ubica en la zona con mayor potencial de expansión y rentabilidad de Pereira.En este proyecto encontrarás apartamentos de 62 y 66 m², con distribuciones pensadas para tu estilo de vida: 2 o 3 habitaciones, 2 baños y un balcón para disfrutar atardeceres inigualables. Además, más de 12 amenidades diseñadas para conectar con lo esencial, compartir momentos únicos en familia y fortalecer lazos con amigos.",[],4.8115001,-75.7972912,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,Financiación: 70% |Método de pago: 30/70,30% cuota inicial / 70% crédito con el banco de preferencia,¡Pregúntale!,10,¡Pregúntale!,12/21/2028,4,2026-08-03
"Casa en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/194058625,194058625,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6cbd27f02e4_infocdn__7902bf02-3d03-4b7d-abd6-0113cc9ddaf2.jpeg,[],$ 1.380.000.000,3 Habs. 4 Baños 210 m²,"Casa en venta en cerritos, pereira","Casa enPereira, Risaralda",Continental Grupo Inmobiliario,Llamar,CASA DE 2 PISOS CERRITOS HOME3 HABITACIONES4 BANOSESTUDIOCOCINA AMERICANA CON BARRAZONA DE ROPASPAYTIO INTERIORTERRAZA AUXILIAR CON BBQ Y ZONA VERDEZONA DECK DESLIZANTE CON POISCINA ROMANAPARQUEADERO CUBIERTO INTEGRADO A LA CASACUARTO UTILPANELES SOLARESTECHO EN PATIODOMOTICA CON PARLANTES EN SALA  ***,[],4.8087174,-75.690601,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Pinares, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193884855,193884855,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a32d6312ace1_infocdn__009735fa-5637-493c-a6e6-6d975b53d35b.jpeg,[],$ 1.100.000.000,3 Habs. 3 Baños 250 m²,"Casa en venta en pinares, pereira","Casa enPereira, Risaralda",ENTORNO SOLUCIONES INMOBILIARIAS INTEGRALES,Llamar,"Casa para la venta, ubicada en Pinares Pereira, con un área construida de doscientos cincuenta metros cuadrados (250) mts². La primer (1) planta cuenta con sala, comedor, un (1) baño social, estudio, cocina integral, zona de ropas, alcoba de servicio con baño y parqueadero cubierto para dos (2) automóviles. La segunda (2) planta consta de tres (3) alcobas, principal con baño, jacuzzi y vestier, sala de star, un (1) baño social completo y balcón. El conjunto cuenta con tres (3) porterías, zonas verdes, piscina, sauna, turco, salón social, zona BBQ y salones pequeños para asados. Sector con buen servicio de transporte público, cerca de centros comerciales, restaurantes, supermercados, iglesias, colegios y universidades.   Visítanos en nuestra página web: https://entornoinmobiliaria.com/es/",[],4.8058368770235,-75.679253879466,,,,,,,,,,,,,,2026-08-03
"Hacienda Canaán Apartamentos, Apartamentos en Venta en Los alamos, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/hacienda-canaan-apartamentos-apartamentos-en-venta-en-los-alamos-pereira/10612786,10612786,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69e7a05de9ed5_infocdn__slkqbewd49kdeyctbiq9phlmdeidp7h54q45mnvejpg.jpg,[],Desde $ 868.000.000,3 Habs. 2 Baños 99.7 m²,"Hacienda canaán apartamentos, apartamentos en venta en los alamos, pereira","Apartamento enPereira, Risaralda",CFC&A CONSTRUCCIONES,Llamar,"En Hacienda Canaán hemos creado un santuario natural para la exclusividad y el disfrute pleno de cada espacio, donde el lujo y la naturaleza se convierten en uno solo y el verde se conecta con cada elemento del ambiente. Con una ubicación privilegiada; Hacienda Canaán casas y apartamentos, donde se vive el privilegio de la tranquilidad rodeado del cuidado en cada detalle del diseño y acabados. Una mezcla exacta entre la perfección de la naturaleza, el lujo y la comodidad con espacios únicos y exclusivos: Piscina con lounge seco, gimnasio, pub inglés, salón de invierno, jardín lounge con wifi y Wellness center en el último piso de la torre. Hacienda Canaán, la naturaleza está en los detalles.",[],4.7910866,-75.6930286,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,2026-08-03
"Casa en venta en Centro, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/10840669,10840669,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/2abd45b7-4d5e-4304-ae4f-0f2fd9aeb415/photos/2abd45b7-4d5e-4304-ae4f-0f2fd9aeb415_1_True_b97c8d2a-6ca1-4d5d-9973-93baf69f3d78.jpeg,[],$ 400.000.000,6 Habs. 2 Baños 144 m²,"Casa en venta en centro, pereira","Casa enPereira, Risaralda",GESTIONAR ANGEL Y CIA SAS,Llamar,"Te presentamos esta casa en venta ubicada en el sector del centro. Consta de un área de 144 mts, distribuidos en dos pisos independientes. En la primer planta encontramos 3 alcobas, sala comedor, cocina básica, 1 baño, zona de ropa y terreno descubierto. En la segunda planta se ubica un pequeño apartamento de 3 alcobas, sala comedor, cocina básica, 1 baño y patio. Adicional la casa cuenta con terraza. La excelente ubicación del inmueble permite un fácil acceso a colegios, rutas de transporte público y sector comercial. Esta es una oportunidad única para adquirir un inmueble en una zona de alta demanda y con todas las facilidades necesarias para una vida cómoda y conveniente.",[],4.81525938233515,-75.6881399831238,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Avenida Sur, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-avenida-sur-pereira/193885002,193885002,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6d0310f07d3_infocdn__gr192915720260617123734jpeg.jpeg,[],$ 650.000.000,4 Habs. 4 Baños 154 m²,"Casa en venta en avenida sur, pereira","Casa enPereira, Risaralda",LEGARIA CAPITAL,Llamar,"Super amplia casa de 154 metros cuadrados por 650 millones, son tres niveles en el primer piso encuentras sala comedor, cocina, patio de ropas con techo corredizo, habitación y un baño con ducha, en el segundo piso encuentras 2 habitaciones cada una con baño y un estudio y en el tercer piso encuentras una mega habitación con baño privado, bar y balcón, con una excelente ubicación en Pereira, amplios espacios, 4 habitaciones, 4 baños completos con ducha, zonas sociales super completas y conjunto cerrado muy seguro y agradable. Si deseas más información contáctanos.",[],4.7983941,-75.7548041,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Centro, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192865332,192865332,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c4600d39196_infocdn__4d7pxfmc02hu9bt926ichu7e3cn0aio3ki9q62imjpg.jpg,[],$ 295.000.000,3 Habs. 2 Baños 68 m²,"Apartamento en venta en centro, pereira","Apartamento enPereira, Risaralda",FOTOINMUEBLES,Llamar,"Se Vende apartamento en el corazones de la ciudad en el centro de Pereira, en edificio con terminados en Mármol, ascensor, y parqueadero cubierto privado; el apartamento de 67mt2 cuenta con; sala comedor, cocina integral, zona de ropas, alcoba de servicio con baño,  1 baño de alcobas completo ,  2 alcobas amplias con closet (una de ellas con balcón privado).",[],4.8132462,-75.6959439,,,,,,,,,,,,,,2026-08-03
"BOTANIKO, Apartamento en Venta en Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/botaniko-apartamentos-en-venta-en-pereira/15018509,15018509,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4c0e8db9fdf_infocdn__mghhffo0dtnus2iahbcnxxaf2d9mndoapuy2f6gxjpg.jpg,[],Desde $ 230.807.000,1 Hab 1 Baño 24 m²,"Botaniko, apartamento en venta en pereira","Apartamento enPereira, Risaralda",PROYECTOS URBANOS 3L,Llamar,"Botániko es un proyecto diseñado para quienes buscan un estilo de vida donde el bienestar, la naturaleza y la modernidad conviven en perfecta armonía. ??Cada espacio ha sido pensado para ofrecer comodidad, equilibrio y experiencias que transforman la forma de vivir. Además de apartamentos totalmente terminados, el proyecto cuenta con una exclusiva Torre de Bienestar y B-Hive, una innovadora zona de creación diseñada para impulsar la creatividad, el trabajo colaborativo y el desarrollo de nuevas ideas.?Ubicado estratégicamente sobre la Avenida de las Américas, en Pereira, Botániko ofrece diferentes opciones para cada estilo de vida:Torre 1: Apartamentos de 1, 2 y 3 habitaciones, con áreas desde 52 m² hasta 91 m².Torre 2: Apartamentos, apartasuites y smartsuites de 1 habitación, disponibles con habitación independiente o en formato monoambiente, ideales para vivir o invertir.Botániko no es solo un lugar para vivir; es un proyecto pensado para disfrutar el presente y construir un futuro con mayor bienestar y valorización. ?✨",[],4.8072059,-75.711596,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,40% de inicial - 60% contraentrega,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,2026-08-03
"MUKAVA GARDEN, Apartamento en Venta en Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/mukava-garden-apartamentos-en-venta-en-pereira/15018023,15018023,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6945713f68935_infocdn__aoqo07ajryaukg6mzkr2eyjskeiskqzb5ekbpcsujpg.jpg,[],Desde $ 805.000.000,2 Habs. 3 Baños 86 m²,"Mukava garden, apartamento en venta en pereira","Apartamento enPereira, Risaralda",AMARILO,Llamar,"Mukava Garden es el lugar donde la exclusividad de Cerritos se encuentra con la magia del paisaje cafetero. Un proyecto que abraza vistas majestuosas, naturaleza en su máximo esplendor y la tranquilidad que solo este rincón privilegiado de Pereira puede ofrecer. Aquí, cada día se siente como un respiro profundo, una invitación a vivir rodeado de belleza, confort y armonía. Bienvenido a un hogar pensado para quienes buscan elevar su estilo de vida.",[],4.8110625,-75.7749844,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Segundo semestre 2028,4,2026-08-03
"Casa en Venta en Los alamos, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/10129123,10129123,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/9d8227a0-d35f-4050-9b2d-79de88f7e137/photos/9d8227a0-d35f-4050-9b2d-79de88f7e137_14_False_4cd4177e-bdd0-4853-84eb-978181447ed8.jpg,[],$ 550.000.000,3 Habs. 3 Baños 133 m²,"Casa en venta en los alamos, pereira","Casa enPereira, Risaralda",INFINIT INMOBILIARIA,Llamar,"Residencia en Venta en Álamos, PereiraUbicada en uno de los sectores más exclusivos y tradicionales de Pereira, esta propiedad representa una excelente oportunidad para quienes buscan una vivienda con ubicación estratégica o una inversión con potencial de rentabilidad.Área construida: 133,33 m²Distribución• 3 habitaciones• 3 baños• Sala comedor• Cocina integral equipada• Terraza interior y exterior• Zona de ropas• Parqueadero cubierto• Sistema de seguridad privadaUbicaciónLa propiedad se encuentra en el sector de Álamos, con fácil acceso al centro de Pereira y cercana a la Universidad Tecnológica de Pereira, hospitales, centros médicos, restaurantes, supermercados y diferentes puntos de interés de la ciudad.Información financieraValor de venta: $550.000.000Administración: $806.000 mensualesOpción de permutaSe recibe en permuta apartamento ubicado en Pereira hasta por un valor máximo de $300.000.000. El excedente deberá ser cancelado en efectivo.Agenda tu visitaConozca esta excelente oportunidad de inversión o vivienda en una de las zonas con mayor tradición y valorización de Pereira.",[],4.7971199,-75.69065,,,,,,,,,,,,,,2026-08-03
