Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"La Floresta Living, Apartamento en Venta en Engativá, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/la-floresta-living-apartamentos-en-venta-en-engativa-bogota/10611628,10611628,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/6450ff88-c963-4452-b420-4341b81a973d/photos/6450ff88-c963-4452-b420-4341b81a973d_1_True_6ef2e056-311a-41cf-b806-398f7bff9e11.jpg,[],Desde $ 317.000.000,1 Hab 1 Baño 37 m²,"La floresta living, apartamento en venta en engativá, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONSTRUCTORA BOLIVAR,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,70,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Tu nuevo hogar moderno y conectado con Bogotá lo encuentras en La Floresta Living, un proyecto de apartamentos ubicado sobre la Av Cra 68,  lo cual te conecta con vías de acceso como la calle 95, la Av Boyacá y la Calle 80.Hemos diseñado zonas sociales para toda la familia, descubre el pet grooming ideal para tu compañero de 4 patas, el taller de bicicletas para el amante del ciclismo, el coworking para el que trabaja desde casa, la zona de juegos para el gamer de casa, el gimnasio para verte y sentirte bien y mucho más.  ¡Ven a vivir a La Floresta Living y conectate con la ciudad!",[],4.68754206743999000000,-74.07608236878660000000,2026-08-03
"Apartamento en Venta en Portal de las mercedes, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-portal-de-las-mercedes-bogota/193864027,193864027,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a68a6ba493d8_infocdn__121133171-1-1781152718jpg.jpg,[],$ 185.000.000,3 Habs. 1 Baño 47 m²,"Apartamento en venta en portal de las mercedes, bogotá","Apartamento enBogotá, Bogotá, d.c.",EXP COLOMBIA SAS,Llamar,,,,,,,,,,,,,,"Apartamento para VENTA, 47.3 mts2 de área. Excelente oportunidad de inversión, PISO 4, Sin ascensor. Exterior. La propiedad se encuentra en Urbanización las mercedes en SUBA, muy cerca al centro comercial plaza imperial. Distribuido en sala comedor, cocina y zona de ropas, baño, hall de circulación, 3 alcobas, oportunidad de remodelar. La iluminación natural de la propiedad permite no encender ni utilizar la luz artificial durante el día. Parqueaderos comunales. El conjunto cuenta con vigilancia 24/7, zonas verdes, cancha de basquet, BBQ, parque para niños, salones comunales. Cuenta con todos los servicios.",[],4.758479648623,-74.096683391415,2026-08-03
"Zajarí Zentral, Apartamento en Venta en Hayuelos, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/zajari-zentral-apartamentos-en-venta-en-hayuelos-bogota/15017185,15017185,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a3694f46cef_infocdn__hnhnz8akfuexsz4axit6qpsgixvzognshwxkjazdjpg.jpg,[],Desde $ 464.866.000,2 Habs. 2 Baños 56.67 m²,"Zajarí zentral, apartamento en venta en hayuelos, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,20%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Zajarí Zentral tiene la ubicación que tanto deseas, sus vías principales favorecen tu movilidad. Está situado en la calle 13 con Avenida Boyacá. Disfrutarás más de 500.000 m² de entretenimiento para toda tu familia. Tendrás ambientes llenos de vida que matizan lo natural con lo moderno. Disfrutarás de cancha de squash, gimnasio, juegos infantiles, piscinas, teatrino, turco, terraza descubierta, zona bbq, entre otras zonas exclusivas para fomentar el bienestar completo de los que quieres. Vías de acceso principales que favorecen tu movilidad: Avenida Boyacá, calle 13, Avenida 68, Avenida calle 26, Avenida Américas, Avenida Ciudad de Cali y nueva Avenida Alsacia. Sitios de interés cercanos: – C.C. Plaza Central – C.C. Salitre Plaza-Futuro C.C. El Edén – C.C. Hayuelos – C.C. Gran Estación – Homecenter – Easy – Éxito – Colegio Agustiniano – Clínica de Occidente – Clínica Colombia -SITP-Terminal de Transportes – Aeropuerto El Dorado.",[],4.6507607364022,-74.128205812581,2026-08-03
"Ciudad La Salle Burdeos, Apartamento en Venta en Usaquen, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-la-salle-burdeos-apartamentos-en-venta-en-usaquen-bogota/7203484,7203484,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/4c07dbff-000c-4604-ade5-df591de67b34/photos/4c07dbff-000c-4604-ade5-df591de67b34_1_True_fcd02683-1fc5-4d7c-ae37-7ad4b246afb5.jpg,[],Desde $ 603.058.000,2 Habs. 2 Baños 50.39 m²,"Ciudad la salle burdeos, apartamento en venta en usaquen, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 70,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Encuentra en Ciudad la Salle Burdeos en San José de Usaquén, la mezcla perfecta entre comercio y vivienda . En el primer piso tendrás locales comerciales para darte felicidad y flexibilidad con acceso directo a la Cra. 15 que es una vía importante. Aquí encontraras de amplias terrazas y mucho más. Encuentras áreas desde 55m2 hasta 142m2 y también podrás elegir entre varias opciones de acabados..",[],4.749627,-74.0356625,2026-08-03
"Metrópoli 30, Apartamentos en Venta en Ricaurte, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/metropoli-30-apartamentos-en-venta-en-ricaurte-bogota/10389240,10389240,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/a81d28c2-a82a-4bad-90d9-0575467704c6/photos/a81d28c2-a82a-4bad-90d9-0575467704c6_1_True_40746f9e-eebe-4aaa-9f7a-4e7e9f65afd6.jpg,[],Desde $ 258.033.000,1 Hab 1 Baño 26.25 m²,"Metrópoli 30, apartamentos en venta en ricaurte, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"El proyecto denominado “CONJUNTO RESIDENCIAL Y COMERCIAL METRÓPOLI 30” está localizado en el centro-occidente de Bogotá, y está compuesto por las siguientes edificaciones: 1 torre de 20 pisos *según diseño para un total de 1’041 apartamentos VIS, de los cuales 10 unds son para movilidad reducida. Cuenta con 216 parqueaderos de los cuales 58 son para visitantes y 28 para comercio; El primer y segundo piso del edificio se destina para uso comunal, parqueaderos y comercio según diseño de general.",[],4.61230410000000000000,-74.09350000000000000000,2026-08-03
"Casa en Venta en Zona norte, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-zona-norte-bogota/193799181,193799181,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a55869755f8f_infocdn__njdx3kg1bkz3qf17pedpfnsnokqfriizqmrmmpwxjpg.jpg,[],$ 720.000.000,5 Habs. 3 Baños 180 m²,"Casa en venta en zona norte, bogotá","Casa enBogotá, Bogotá, d.c.",RM Inversiones Inmobiliarias,Llamar,,,,,,,,,,,,,,"Vendo Hermosa y amplia casa en el Barrio Santa Helena de Baviera calle 146 con Cra 54, Zona tranquila y residencial, Casa esquinera, al frente de parque y zonas verdes!La casa tiene espacio para 2 vehiculos, sala comedor independientes, baño social, patio de ropas y un cuarto de servicio!En el segundo piso encontramos 4 habitaciones una de ellas con bańo privado y un bańo social.La casa está en excelente estado y muy bien ubicada.SE RECIBE PERMUTA POR APARTAMENTO DE MENOR VALOR O CASA MÁS PEQUEŃA EN ZONA NORTE DE BOGOTÁPRECIO NEGOCIABLE. HABLEMOS!",[],4.7299393981648,-74.055247167125,2026-08-03
"SERRACLARA, Apartamento en Venta en Villas De Aranjuez, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/serraclara-apartamentos-en-venta-en-villas-de-aranjuez-bogota/15017888,15017888,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.690cbcb61cf6c_infocdn__uinhwybnqd2gow4euvqqqg9muxrynyncytpsrvyejpg.jpg,[],Desde $ 330.353.101,1 Hab 1 Baño 29.5 m²,"Serraclara, apartamento en venta en villas de aranjuez, bogotá","Apartamento enBogotá, Bogotá, d.c.",CONSTRUCCIONES PLANIFICADAS,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,•	Ubicación estratégica.•	Entorno privilegiado.•	Respaldo y solidez.•	Diseño moderno y funcional.•	Amplias zonas comunes.,[],4.7479343240464,-74.033338110845,2026-08-03
"Apartamento en venta en Lagos de Cordoba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-lagos-de-cordoba-bogota/3429045,3429045,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.673e51a93523e_infocdn__kaqzr137byyvyxpa3oxkszezvxbypwm96hogaqitjpg.jpg,[],$ 1.150.000.000,3 Habs. 3 Baños 170 m²,"Apartamento en venta en lagos de cordoba, bogotá","Apartamento enBogotá, Bogotá, d.c.",Dávila Peña y CIA SAS,Llamar,,,,,,,,,,,,,,"Amplio apartamento dúplex de 170 m² en el Conjunto Santa María del Alcázar III, barrio Alhambra. Cuenta con vista exterior de 180°, pisos en porcelanato, garaje doble y dos depósitos.En el primer nivel dispone de sala-comedor con balcón y chimenea, estudio, dos habitaciones con baño privado, cocina integral abierta con isla, zona de lavandería, estufa y calentador a gas.En el segundo nivel se encuentra la habitación principal con walk-in closet, baño y terraza abierta de 13 m², family room de 20 m² y altillo.El conjunto ofrece salón comunal, gimnasio, parque infantil, fuente con kiosko, parqueaderos de visitantes y ascensor. Estrato 5, 25 años de construido.",[],4.6971189,-74.0573969,2026-08-03
"Apartamento en Venta en Lagos de Cordoba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-lagos-de-cordoba-bogota/193665811,193665811,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6d7f08a3fde_infocdn__5144dbc0-7b1c-4c3a-8f1a-0480b90bd286property5144dbc07b1c4c3a8f1a0480b90bd286ppa6j2q64ajpg.jpg,[],$ 480.000.000,2 Habs. 2 Baños 75 m²,"Apartamento en venta en lagos de cordoba, bogotá","Apartamento enBogotá, Bogotá, d.c.",Houm,Llamar,,,,,,,,,,,,,,"[VEN] ID HOUM: 170238En Houm te ayudamos de forma fácil y segura. Los beneficios de comprar con nosotros:• Te ayudamos a conseguir financiamiento a través de una asesoría personalizada• Mediación y seguimiento de todo el proceso• Ponemos a tu disposición profesionales en notariado, registro y asesoría jurídica¡Solo te preocupas de las firmas!Departamento en venta, ubicado en el barrio El Batán, con una superficie construida de 75.00 m² y superficie total de 75.00 m².Sus principales características son:• 2 dormitorios• 2 baños• Admite mascotas• 1 parqueaderoSi compras con nosotros, te brindamos asesoría personalizada durante todo el proceso.Más que una inmobiliaria, somos Houm.*Aplican T&C",[],4.7036766,-74.055437,2026-08-03
"Apartamento en Venta en Alameda, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-alameda-bogota/193867246,193867246,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6f5018f1970_infocdn__originaljpg.jpg,[],$ 498.000.000,3 Habs. 2 Baños 87 m²,"Apartamento en venta en alameda, bogotá","Apartamento enBogotá, Bogotá, d.c.",Qrador SAS,Llamar,,,,,,,,,,,,,,"SI QUIERES VIVIR EN UNA ZONA LLENA DE PARQUES Y MUY SILENCIOSA ESTE ES TU APARTAMENTO!!!Con cercanía a colegios, universidades, supermercados !!En conjunto de 5 torres, con vigilancia 24/7, 2 salones sociales, parrques infantiles, parqueo de visitantes, gimnasio, zona de juegos, bicicletero.  Ingreso con reconocimento facial.Apartamento con linda remodelación, muy iluminado, puerta de seguridad, zona social con amplio balcon, cocina abierta con zona de ropas ventilada.Habitacion principal con baño, las otras 2 habitaciones comparten baño.1 garaje y deposito grande.",[],4.7563247871162,-74.038914032628,2026-08-03
