Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"PLAYA ESCONDIDA, Apartamento en Venta en 2. localidad de la virgen y turistica, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/playa-escondida-apartamentos-en-venta-en-2-localidad-de-la-virgen-y-turistica-cartagena/10966619,10966619,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/5b7910fb-90f3-4775-8515-cf7a37039654/photos/5b7910fb-90f3-4775-8515-cf7a37039654_1_True_fc877e05-d067-4a76-b828-4dd59bec55b1.jpg,[],Desde $ 829.000.000,1 Hab 2 Baños 58.5 m²,"Playa escondida, apartamento en venta en 2. localidad de la virgen y turistica, cartagena","Apartamento enCartagena, Bolivar",AR CONSTRUCCIONES,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,PLAYA ESCONDIDA es un Resort Residencial desarrollado en 240.000 m² con 6 etapas de apartamentos en torres de 6 pisos para disfrutar de la mejor vista de la playa y el mar. Las ETAPAS I y II se desarrollarán conjuntamente por las reconocidas constructoras FLORMORADO Y AR CONSTRUCCIONES.Las imágenes de toda la publicidad son representaciones artísticas e ilustrativas que pueden variar en el desarrollo del proyecto,[],10.52959930000000000000,-75.48897080000000000000,2026-08-03
"Puntalta Altarena, Apartamentos en Venta en El campestre, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/puntalta-altarena-apartamentos-en-venta-en-el-campestre-cartagena/10389425,10389425,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/00bbc59b-34a1-4f61-ae65-2145e56ea97e/photos/00bbc59b-34a1-4f61-ae65-2145e56ea97e_1_True_2b138d52-f0f5-4c84-bdfe-c7b0ce48a1cc.jpg,[],Desde $ 356.702.000,2 Habs. 2 Baños 59.71 m²,"Puntalta altarena, apartamentos en venta en el campestre, cartagena","Apartamento enCartagena, Bolivar",MARVAL CARTAGENA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Vive la modernidad de tu hogar en Puntalta Altarena un nuevo proyecto NO VIS en el campestre Cartagena, una zona de gran desarrollo urbano con buenas vías de acceso como la calle 14 y la diagonal 30 vía a Mamonal. Es el camino perfecto para empezar a ver tu vida con una nueva cara, disfrutar de la comodidad y calidad que te brinda su diseño innovador y vanguardista donde sus más de 10 sus zonas recreativas y verdes te brindan todo lo que buscas dentro de un conjunto cerrado.",[],10.39025730000000000000,-75.50367090000000000000,2026-08-03
"CENTRO COMERCIAL PARQUE HEREDIA, Local en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/centro-comercial-parque-heredia-locales-en-venta-en-providencia-cartagena/15017401,15017401,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67ffee770c178_infocdn__xohbnlkt1dermyjafsvrrelini3fie0jpjyf7vvdpng.png,[],,1 Ambiente 1 Baño 25.49 m²,"Centro comercial parque heredia, local en venta en providencia, cartagena","Local Comercial enCartagena, Bolivar",AMARILO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,70%,crédito,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"LOCALES PARA ENTREGA INMEDIATA. El Centro Comercial Parque Heredia, desarrollado por la Constructora Amarilo, es un innovador proyecto de dos plantas en Cartagena que cuenta con 88 locales comerciales de diferentes tamaños, diseñados para satisfacer las necesidades de todo tipo de negocios.  Con un diseño moderno y funcional propio de la Constructora Amarilo, este centro comercial le apuesta al desarrollo de este sector de la ciudad que sigue creciendo y desarrollándose cada día más. Los locales tienen áreas que van desde los 25,49 m2 hasta los 443,52 m2, con precios atractivos para que puedas adquirir el espacio perfecto para tu emprendimiento.El proyecto también incluye un supermercado Olímpica, varios cajeros electrónicos, una zona de comidas y un espacio para juegos infantiles y entretenimiento, garantizando una afluencia constante de visitantes y mayor comodidad para los residentes de la zona. Además, el centro comercial cuenta con un gran número de parqueaderos de motos y vehículos para asegurar la comodidad de tus clientes.El diseño del Centro Comercial Parque Heredia es moderno y sostenible que ofrece un entorno agradable para visitantes y comerciantes. Su arquitectura promueve la eficiencia energética y la conservación de recursos, convirtiéndolo en un espacio amigable con el medio ambiente y generando una experiencia única para quienes lo visitan: Zona de comidas, zona de entretenimiento, zonas verde y de esparcimiento",[],10.3927966,-75.4617589,2026-08-03
"Anaiwa Eco Reserva, Lote en Venta en Arroyo de piedra, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/anaiwa-eco-reserva-lotes-en-venta-en-arroyo-de-piedra-cartagena/15018241,15018241,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69934e5a59e71_infocdn__xshzmftn5dmbjc8uyscuw6eh5ambisthxpo6ecupjpg.jpg,[],Desde $ 180.406.680,319.87 m²,"Anaiwa eco reserva, lote en venta en arroyo de piedra, cartagena","Lote enCartagena, Bolivar",PROMOTORA RUBIK,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,80%,Financiación directa con la constructora -  0% interes,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,28/2/2028,5,"Anaiwa Eco Reserva se encuentra en una ubicación única, a tan solo 20 minutos de la histórica ciudad de Cartagena. Un proyecto innovador, rodeado de impresionantes paisajes y con acceso directo a las principales vías de comunicación, lo que lo convierte en un punto estratégico para vivir y disfrutar.Además de ofrecer una calidad de vida excepcional y enviadiable por cualquier persona, Anaiwa Eco Reserva representa una oportunidad de inversión segura y rentable. El sector inmobiliario es uno de los pilares más estables de la economía colombiana, proporcionando una seguridad y solidez que pocas inversiones pueden igualar. ¡Justo lo que todo inversionista necesita! Al invertir en Anaiwa Eco Reserva, estás apostando por un proyecto ubicado en una de las zonas con mayor crecimiento urbano y turístico de Colombia. Un proyecto donde encuentras un lugar excepcional para vivir, así como una inversión inteligente y segura en uno de los sectores más sólidos de la economía. Únete a nosotros y descubre cómo puedes hacer crecer tu patrimonio mientras disfrutas de un entorno paradisíaco.",[],10.63542548149,-75.418472654492,2026-08-03
"Puntalta Altagracia, Apartamento en Venta en Ceballos, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/puntalta-altagracia-apartamentos-en-venta-en-ceballos-cartagena/7883906,7883906,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/fa8ceb55-491e-429e-b167-484d1c9c5e6c/photos/fa8ceb55-491e-429e-b167-484d1c9c5e6c_1_True_1a12839c-8b5d-426c-ba4c-8cb49661501a.jpg,[],Desde $ 351.403.000,1 Hab 2 Baños 54.1 m²,"Puntalta altagracia, apartamento en venta en ceballos, cartagena","Apartamento enCartagena, Bolivar",MARVAL CARTAGENA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,Financiación: 80%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Un proyecto donde el diseño y la ubicación se unen, obteniendo un resultado de ensueño, Altagracia.Apartamentos en el sector El Campestre con fascinante distribución de espacios, calidad en acabados, ubicación céntrica y diversas vías de acceso..",[],10.38403892517090000000,-75.50080871582030000000,2026-08-03
"Jardín Imperial, Apartamento en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/jardin-imperial-apartamentos-en-venta-en-providencia-cartagena/7766199,7766199,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/a0eb41c5-f47f-49ef-838d-098f81669f8d/photos/a0eb41c5-f47f-49ef-838d-098f81669f8d_1_True_8bd15226-0219-46ed-b1c3-57e37472f759.jpg,[],Desde $ 273.164.000,2 Habs. 2 Baños 64.76 m²,"Jardín imperial, apartamento en venta en providencia, cartagena","Apartamento enCartagena, Bolivar",MARVAL CARTAGENA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 80%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"Jardín Imperial se desarrolla en La Carolina, un sector en crecimiento que te asegura los servicios y beneficios que siempre has deseado para brindarle a tu familia comodidad y bienestar. Vías de acceso principales que favorecen tu movilidad: Vía cordialidad. Sitios de interés cercanos:  Terminal de Transporte  Mamonal (Zona Industrial)  Olímpica  Rutas de transporte  Supermercado ARA.",[],10.40159320831300000000,-75.46394348144530000000,2026-08-03
"Apartamento en Venta en Cartagena de indias, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-cartagena-de-indias-cartagena/193747344,193747344,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a04e67254d0b_infocdn__gr62311820260513033118jpeg.jpeg,[],$ 263.000.000,2 Habs. 1 Baño 46 m²,"Apartamento en venta en cartagena de indias, cartagena","Apartamento enCartagena, Bolivar",Inmobiliaria 2000,Llamar,,,,,,,,,,,,,,"Apartamento en venta para estrenar en Cartagena. Cuenta con dos habitaciones, dos baños, sala, comedor, cocina, balcón. Se entrega obra gris. El condominio cuenta con hermosas áreas sociales; piscinas, vista panoramica a la ciudad y mar, área de mascotas, parque infantil, jacuzzi, lobby. Tiene licencia turistica.",[],10.3901018,-75.4941543,2026-08-03
"Apartamento en Venta en Cartagena de indias, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-cartagena-de-indias-cartagena/193119802,193119802,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3eb501c2b21_infocdn__gr189504620251120015939jpg.jpg,[],$ 1.250.000.000,3 Habs. 3 Baños 125 m²,"Apartamento en venta en cartagena de indias, cartagena","Apartamento enCartagena, Bolivar",Samia Dajud Investment Realty,Llamar,,,,,,,,,,,,,,"Apartamento en venta de 125 m² en Cartagena ofrece espacios amplios y funcionales, REMODELADO, ideales para disfrutar de un estilo de vida cómodo y tranquilo. Cuenta con tres habitaciones, dos baños, sala-comedor, cocina con estufa y calentador a gas, zona de labores y cuarto con baño de servicio.Se entrega totalmente amoblado, con una elegante decoración y cuadros Balineses traídos desde Indonesia, menaje completo, cuatro aires acondicionados, cuatro ventiladores de techo y cortinas instaladas.Además, dispone de dos parqueaderos independientes y una encantadora vista hacia la Ciénaga de la Virgen, que brinda una sensación de tranquilidad y conexión con la naturaleza. Cuenta con Licencia para Airbnb.Perfecto para vivir, invertir o disfrutar como propiedad vacacional.",[],10.492770152633,-75.492832660675,2026-08-03
"Apartamento en Venta en Bocagrande, Cartagena",https://www.fincaraiz.com.co/apartamento-en-venta-en-bocagrande-cartagena/193675549,193675549,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a68aa40d5bc7_infocdn__9763809-1-1777301677jpg.jpg,[],$ 550.000.000,2 Habs. 2 Baños 84 m²,"Apartamento en venta en bocagrande, cartagena","Apartamento enCartagena, Bolivar",EXP COLOMBIA SAS,Llamar,,,,,,,,,,,,,,"En el corazón de Bocagrande, una de las zonas más emblemáticas de Cartagena de Indias, se encuentra este apartamento que representa una valiosa oportunidad de inversión. Con un área de 84 m², este inmueble, ofrece un espacio ideal para quienes buscan vivir frente al mar y disfrutar del sol y del confort. La ubicación privilegiada en la Zona Histórica y del Caribe Norte asegura un constante flujo de visitantes y residentes, lo que potencia su atractivo tanto para alquileres vacacionales como para arrendamientos a largo plazo. El apartamento refleja un entorno de calidad, donde la comodidad y el acceso a servicios son primordiales. La cercanía a playas, restaurantes y sitios de interés cultural hace de este espacio un lugar deseado para vivir o invertir. Esta propiedad no solo promete un retorno atractivo, sino que también se posiciona como un activo en un mercado inmobiliario en constante valorización. Aproveche esta oportunidad para asegurar su futuro en una de las ciudades más bellas de Colombia.",[],10.4025775,-75.5544781,2026-08-03
"Puntalta Altofaro, Apartamentos en Venta en El golf, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/puntalta-altofaro-apartamentos-en-venta-en-el-golf-cartagena/15017174,15017174,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a27f14a96f5_infocdn__zofkvx0juomclaubbrl7bkdwgx7uurobmbyarv2rjpg.jpg,[],Desde $ 573.703.000,3 Habs. 2 Baños 92.64 m²,"Puntalta altofaro, apartamentos en venta en el golf, cartagena","Apartamento enCartagena, Bolivar",MARVAL CARTAGENA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Puntalta Altofaro es un proyecto donde el diseño y la ubicación se unen, obteniendo un resultado de ensueño. Los apartamentos están ubicados en el sector El Campestre con fascinante distribución de espacios, calidad en acabados, ubicación céntrica y diversas vías de acceso. Vías de acceso principales que favorecen tu movilidad: Vía La Cordialidad, Diagonal 30A – Vía Mamonal y Calle 14. Sitios de interés cercanos: – Colegio INEM – Universidad Sinú – Palíndromo de Campestre – Colegio Militar Almirante Colón – Clínica de Cartagena – Centro Comercial Plaza Colón",[],10.3838635,-75.498006,2026-08-03
"BALI, Apartamento en Venta en Providencia, Cartagena",https://www.fincaraiz.com.co/proyectos-vivienda/bali-apartamentos-en-venta-en-providencia-cartagena/10147006,10147006,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/cb2856f6-7f83-4140-9787-f13253f1f543/photos/cb2856f6-7f83-4140-9787-f13253f1f543_1_True_62d3b90c-db0b-4662-9f3e-0c38402ed7ea.png,[],Desde $ 211.400.000,2 Habs. 1 Baño 54 m²,"Bali, apartamento en venta en providencia, cartagena","Apartamento enCartagena, Bolivar",AMARILO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"Último lanzamiento en Parque HerediaBali es un conjunto residencial vis que cuenta con 264 aptos ubicado al sur oriente de Cartagena. Hace parte del sector Parque Heredia, zona de desarrollo urbanístico, residencial y comercial cerca a la Universidad San Buenaventura. A futuro contará con 1.7 km de ciclorutas, parques y senderos peatonales. En Bali, encuentras amplios aptos de hasta 60m2 con la mejor distribución y diseño acogedor, además el conjunto cuenta con zonas comunes para todos: salón social, zona BBQ, piscinas, parque infantil, mesa de ping pong, zona biosaludable, entre otros. ¡Un proyecto ideal para quienes buscan espacios amplios y acogedores!",[],10.38921159921320000000,-75.46831615535910000000,2026-08-03
