Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en Belén, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-belen-medellin/193994360,193994360,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5fe99502081_infocdn__picture-784ad1c9ccc949d18396b9e8cec9c3e0jpeg.jpeg,[],$ 1.100.000.000,3 Habs. 3 Baños 114 m²,"Apartamento en venta en belén, medellín","Apartamento enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"En venta Apartamento de 114 m² con 20m2 aprox de terraza con pérgola en el barrio loma de los Bernal . Con una amplia sala-comedor, 3 habitaciones , 3 baños cocina integral y zona de ropas independiente. La habitación principal cuenta con vestier y baño privado. Disfruta de un balcón , parqueadero cubierto y cuarto útil. La urbanización ofrece piscina, gimnasio, parqueadero de visitantes, juegos infantiles y sendero para mascotas. Excelente ubicación con acceso a transporte y en una zona residencial tranquila, ideal para familias que buscan comodidad y calidad de vida. ¡Una opción perfecta para tu nuevo hogar!",[],6.2160936,-75.6083692,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/192526132,192526132,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5949fb905a8_infocdn__f794051c-83aa-40d2-aa25-a37fa41b872cjpg.jpg,[],$ 1.050.000.000,3 Habs. 4 Baños 174 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Engel & Völkers,Llamar,"Sus espacios se llenan de luz natural durante todo el día gracias a sus amplios ventanales creando un ambiente relajante y acogedor. Sus instalaciones en piso de madera macizo agregan un ambiente cálido y ameno.La sala-comedor se distribuye sobre el mismo espacio y separada de la cocina, la cual es cerrada y comparte su espacio con la zona de la lavandería y el cuarto de servicio.El hall nos conduce a sus tres habitaciones amplias. La habitación principal ofrece dos baños y un closet privado. La segunda habitación goza igualmente de baño y closet. La tercera habitación comparte el baño social. Todas la habitaciones con vista exterior te harán disfrutar de días cálidos y soleados.El edificio ofrece zonas verdes con juegos infantiles y micro cancha de fútbol. Tus mascotas podrán aprovechar de un largo paseo sobre el camino que colinda acompañado del agradable sonido de una quebrada.Para los amantes del deporte, su  gimnasio amplio y full equipado llenará las expectativas del más exigente, adicional a esto podrás gozar de un gran salón social y terraza exterior para organizar tus eventos privados.",[],6.1859,-75.57196,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193667523,193667523,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ea3cd958596_infocdn__zgvpifzkgvdqmsjjewaho2dod9fp3bn8rangwoujjpg.jpg,[],$ 730.000.000,3 Habs. 2 Baños 85 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Prointegral,Llamar,"Apartamento en venta en unidad cerrada. Ubicado sector muy tranquilo de poco flujo vehicular con fácil acceso desde vía principal, conexión a servicios complementarios y rutas de transporte público. Cuenta con piso en cerámica, puerta de seguridad, sala y comedor independiente, 3 alcobas con closet, baño en alcoba principal, baño social, cocina integral abierta tipo americano, zona de ropas, balcón y parqueadero independiente descubierto. Conjunto cerrado con ascensores, piscina, salón social, parques infantiles, zonas verdes, vigilancia y portería 24 horas, citófono y circuito cerrado de TV. Inmuebles sujetos a verificación de disponibilidad.",[],6.1979159,-75.5742301,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/192799852,192799852,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68af9444a3dcb_infocdn__-apartamento-en-ventamedelln-el-1756336686-7659-6901jpeg.jpeg,[],$ 1.980.000.000,3 Habs. 5 Baños 297 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Proacuerdo S.A.S,Llamar,"APARTAMENTO EN VENTA MEDELLÍN EL POBLADO LOMA DEL CAMPESTRE. CALLE TRANQUILA. PH  DÚPLEX. Remodelado. 297 Mt² 3 alcobas con baño y vestier, (2 en el primer nivel, ppal en el segundo). Servicio. Estudio privado en primer nivel. Sala de tv, balcón en segundo nivel.Unidad con pocos aptos, zonas verdes, cancha pequeña, porteria 24 hrs.Admin 2.300Predial 8.200 anual. 3 parqueaderos p. Y útil.",[],6.1917599140152,-75.564746194671,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193966293,193966293,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57c8733ea1d_infocdn__picture-16046fd37f3247f484cf032b114c0724png.png,[],$ 1.360.000.000,3 Habs. 2 Baños 166 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"✨ Apartamento en venta en Lalinde, El PobladoDonde la ubicación, la amplitud y el estilo de vida se encuentran.Hay propiedades que simplemente lo tienen todo. Esta es una de ellas.Ubicado en Lalinde, uno de los sectores más exclusivos y valorizados de El Poblado, este apartamento te permitirá disfrutar de un estilo de vida único: salir caminando a los mejores cafés, restaurantes y espacios gastronómicos de Medellín, mientras regresas a la tranquilidad y privacidad de un entorno residencial.☀️ 166 m² diseñados para vivir con comodidad.Desde el primer momento te sorprenderá su gran balcón, la abundante iluminación natural, su agradable vista y una amplia zona social que invita a compartir momentos inolvidables con familia y amigos.La cocina abierta conecta perfectamente con el área social, creando un ambiente moderno, funcional y acogedor.? Distribución✨ 3 habitaciones? 2 baños completos? Baño social? Habitación de servicio con baño?️ Cocina abierta? Amplio balcón☀️ Excelente iluminación natural?️ Bonita vista? 2 parqueaderos paralelos? Cuarto útil? Un edificio exclusivoCon solo 16 apartamentos, este edificio ofrece un ambiente tranquilo y de baja densidad, ideal para quienes valoran la privacidad.Además cuenta con:? Parqueadero de visitantes? Ascensores renovados? ¿Por qué es una gran oportunidad?Porque encontrar hoy un apartamento de este tamaño, con estas características y en una ubicación tan privilegiada es cada vez más difícil.Es una propiedad ideal tanto para quienes desean vivir en uno de los mejores sectores de Medellín como para quienes buscan una inversión sólida en una zona con alta demanda y excelente potencial de valorización.? Lalinde | El PobladoAgenda tu visita y descubre por qué este apartamento es una de esas oportunidades que rara vez permanecen disponibles por mucho tiempo.",[],6.210572,-75.564608,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Castropol, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-castropol-medellin/192840040,192840040,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef42b7b4cc_infocdn__gr-apartamento-en-venta-barrio-l-1757121377-3976-6045jpeg.jpeg,[],$ 1.200.000.000,2 Habs. 3 Baños 95 m²,"Apartamento en venta en castropol, medellín","Apartamento enMedellín, Antioquia",ALFA FINCA RAIZ INMOBILIARIA SAS,Llamar,"Espectacular apartamento en venta ubicado en el sector Lalinde, 100% amoblado y equipado. Vista hacia el sur de la ciudad.El apartamento tiene dos habitaciones, cada una con baño completo independiente. Sala, comedor, cocina abierta, balcón con vista panorámica y baño social. Cuarto útil integrado al apartamento.Parqueadero doble lineal.El conjunto cuenta con piscinas climatizadas para niños y adultos, dos jacuzzis, sauna, turco, gimnasio, social kitchen, salón social, salón de yoga, coworking y zona para mascotas. Tiene portería y vigilancia veinticuatro horas.",[],6.204053881051,-75.562791941575,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Robledo, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-robledo-medellin/193994012,193994012,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a57cacc461a2_infocdn__gr75061120260715124914jpeg.jpeg,[],$ 190.000.000,2 Habs. 1 Baño 45 m²,"Apartamento en venta en robledo, medellín","Apartamento enMedellín, Antioquia",GAVIRIA INMOBILIARIA,Llamar,"Apartamento en venta en Robledo Aurora – Mirador de la CascadaUn espacio moderno, acogedor y con excelente ubicación ?? Urbanización Mirador de la Cascada – Robledo Aurora? Área: 45.95 m²? Piso: 4?️ 2 habitaciones? 1 baño?️ Sala-comedor?️ Cocina integral? Zona de ropas? Parqueadero común?Precio: $190 millones negociables.?Escrituras al día, 100% listas para traspaso.? Acabados de lujo, listo para habitar? Cerca a la estación del MetroCable Aurora, con fácil acceso a transporte y comercio✨ Ideal para vivir o también como inversión",[],6.2659108,-75.6136611,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Robledo, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-robledo-medellin/193413233,193413233,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6997318a2146c_infocdn__radko6w2enkbgqkv4wysix3r89p5grlx2xtnizz9jpg.jpg,[],$ 250.000.000,3 Habs. 2 Baños 90 m²,"Casa en venta en robledo, medellín","Casa enMedellín, Antioquia",Finho Colombia,Llamar,"Cod 225 – Casa en venta en Robledo La CampiñaOPORTUNIDAD DE INVERSIÓN — Apartamento dúplex con renta activa, Barrio Robledo, MedellínApartamento tipo dúplex, área construida aprox. 90 m², en edificio de propiedad horizontal de solo 2 unidades — sin cuota de administración.Renta activa: $1.368.000/mes ($16.416.000/año) — yield bruto de 6,56% anual sobre el precio de venta. Flujo de caja desde el día uno, sin tiempo muerto buscando arrendatario.Distribución:•	Nivel 1: sala, cocina, habitación, baño y balcón•	Nivel 2: habitación principal, estudio/habitación adicional, zona de ropas, baño, balcón, patioSector residencial consolidado de Robledo la Campiña, buen acceso vial, cercanía a universidades y comercio.Precio: $250.000.000 — negociable, ideal para compradores de contado o inversionistas con experiencia en cierres que incluyen coordinación de gravamen vigente al momento de la escritura.",[],6.2817953810395,-75.604269358795,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193955541,193955541,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4acf36b499d_infocdn__picture-cd8bbe0c175f46cb8c9565a3a245edf7jpg.JPG,[],$ 1.850.000.000,3 Habs. 5 Baños 184 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"cod: DDX-748Apartamento en venta en El Poblado, Medellín, ubicado en el exclusivo Condominio Verona I, un sector residencial de alta valorización con fácil acceso a la Avenida El Poblado, Provenza, centros comerciales, restaurantes, universidades y servicios. Con 183,65 m², este apartamento remodelado con acabados premium ofrece 3 habitaciones, estudio, cuarto y baño de servicio, 5 baños, cocina integral, zona de lavandería, depósito y 2 parqueaderos privados. Ubicado en piso 8, disfruta de una agradable vista externa a la ciudad, excelente iluminación natural y amplios espacios diseñados para el confort.El condominio cuenta con ascensor, salón social, zonas verdes, parque infantil, parqueaderos para visitantes y vigilancia, brindando un entorno tranquilo y seguro para toda la familia. Una excelente oportunidad para vivir o invertir en uno de los sectores más exclusivos y apetecidos de Medellín.",[],6.20616,-75.560333,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-medellin/193666873,193666873,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69ea22f5b12a7_infocdn__viudhujmxh5x5y4tskeiw8pt9azf48ylag4hak44jpg.jpg,[],$ 980.000.000,5 Habs. 4 Baños 123 m²,"Apartamento en venta en el poblado, medellín","Apartamento enMedellín, Antioquia",Prointegral,Llamar,".Apartamento en venta en unidad cerrada ubicada en un sector con fácil acceso y salida a vías principales, rutas de transporte público, cerca a centros comerciales, restaurantes, supermercados y gran variedad de servicios complementarios del sector. Cuenta con 2 niveles, piso en madera, puerta de seguridad, sala comedor, 5 alcobas con vestier y baño en la principal, baño social, con un total de 4 baños, cocina integral cerrada, zona de ropas, balcón, útil y parqueaderos paralelos cubiertos. Conjunto cerrado con ascensores, piscina, salón social, parques infantiles, placa polideportiva, zonas verdes, vigilancia y portería 24 horas, citófono y circuito cerrado de TV. Inmuebles sujetos a verificación de disponibilidad.",[],6.1900566,-75.5664974,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Girardot, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-girardot-medellin/193895446,193895446,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3e8e2206919_infocdn__c52eb56c-572d-427c-960a-368f81a871b5.jpeg,[],$ 285.000.000,3 Habs. 2 Baños 51 m²,"Apartamento en venta en girardot, medellín","Apartamento enMedellín, Antioquia",Gestión Inmobiliaria,Llamar,"Se vende apartamento piso tres por escalas. Este cuenta con tres habitaciones Clóset, dos baños amplios y totalmente terminados, sala comedor amplia, con buena iluminación, cocina integral moderna con red de gas, calentador Gas, no pagan Administración, tiene un área de 60 metros. Este se encuentra muy cerca de la avenida 65, autopista norte, seña de Pedregal estación del metro Pedregal cerca a zonas comerciales colegios universidades ***",[],6.297397,-75.5673879,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/194004253,194004253,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a624c8b8e7dc_infocdn__picture-5a353bfc7d77415bb75dae5d4d30b751jpg.jpg,[],$ 1.200.000.000,5 Habs. 5 Baños 196 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",Tu360Inmobiliario,Llamar,"Venta de Casa, en el barrio Estadio-Laureles, en una excelente ubicación, cerca del complejo deportivo, el estadio y de la estación de metro de la Floresta o del estadio cerca de supermercados, tiendas, restaurantes de comida, excelente rutas, de buses, colegios y comercios.Cuenta con cinco habitaciones, cinco baños, tres patios, sala y comedor, cocina grande integral, balcón y semi estudio y un pasillo amplio y cómodo, buena iluminación Pisos en mármol y alta valorización comercial. Cuenta con parqueadero para dos carros o para uso comercial como Local, en el ante jardín, cuenta con un parqueadero más en zona común. Esta propiedad es ideal para aquellas familias que buscan comodidad y funcionalidad en su hogar.",[],6.260756,-75.593672,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-laureles-medellin/193820254,193820254,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6e2bf757674_infocdn__6de9172c-9675-4763-8436-96b752fae3b6jpg.jpg,[],$ 444.000.000,3 Habs. 2 Baños 97 m²,"Apartamento en venta en laureles, medellín","Apartamento enMedellín, Antioquia",Engel & Völkers,Llamar,"Apartamento dúplex remodelado en Calasania, a 10 minutos del estadio. En el primer nivel se encuentra una cocina de concepto abierto con isla tipo americana totalmente equipada, conectada a una acogedora sala de TV con salida a balcón y vista a la ciudad. Además, este nivel cuenta con dos habitaciones auxiliares amplias y luminosas, junto a un baño completo con acabados modernos.En el segundo nivel se ubica la habitación principal tipo suite, de gran formato, con balcón privado, vista privilegiada y baño de lujo. También dispone de una amplia terraza o family room ideal para reuniones, descanso o entretenimiento, con vista 360° sobre la ciudad, además de una zona de ropas independiente y funcionalEl edificio ofrece piscina y áreas verdes como parte de sus zonas comunes. La propiedad fue remodelada en el año 2025 bajo estándares modernos y de alta calidad. Importante tener en cuenta que el edificio no cuenta con ascensor y el apartamento está ubicado en un quinto piso.El área indicada es por ampliaciones, la documentación registra un área menor.",[],6.25663,-75.60163,,,,,,,,,,,,,,2026-08-03
"Casa en  Venta en Trinidad, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-trinidad-medellin/191348704,191348704,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.66dc8b0458807_infocdn__c02b3e0e-6af3-42b0-bd8b-52ac5db326b1.jpg,[],$ 520.000.000,3 Habs. 1 Baño 132 m²,"Casa en  venta en trinidad, medellín","Casa enMedellín, Antioquia",LÈGAL PROPIEDAD RAIZ,Llamar,"Disponible en venta casa ubicada en el barrio Santa Fe, a una cuadra de Comfenalco Parque Recreacional, Parque de la Conservación, cerca al aeropuerto, Aeropuerto Olaya Herrera, esta distribuida en la Primera plantan, Cocina, Sala comedor, Patio, Solar, Zona de ropas. Segunda planta Habitación con balcón, Habitación con terraza, Habitación amplia, Baño, cuenta con Fondo 126 metros y Frente 6 metros. 912-739",[],6.2289253,-75.5836703,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-el-poblado-medellin/193002238,193002238,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68f69a0274ff5_infocdn__mjm3m1dgn5ka6x0pgfhynanmsmmhcs8apatrzb56jpg.jpg,[],$ 1.600.000.000,5 Habs. 4 Baños 170 m²,"Casa en venta en el poblado, medellín","Casa enMedellín, Antioquia",,Llamar,"Descubra una oportunidad excepcional de inversión o el hogar de sus sueños en el corazón de la codiciada Calle 10 con la Transversal Inferior. Este inmueble de tres niveles, estratégicamente ubicado, ofrece una versatilidad inigualable para renta corta de alto rendimiento o para una residencia familiar de lujo. Con una distribución inteligente, cuenta con dos amplios parqueaderos, cuatro luminosas habitaciones principales, complementadas por una habitación de servicio, y cuatro baños elegantemente diseñados. Disfrute de espacios sociales generosos que incluyen un acogedor hall compartido, una sala principal ideal para el entretenimiento y una sala auxiliar perfecta para momentos de tranquilidad. La propiedad se realza con una espectacular terraza, ideal para barbacoas y reuniones al aire libre, un comedor independiente, una moderna cocina integral, una práctica bodega y un cuarto útil adicional. Una inversión inteligente en una ubicación privilegiada que promete estilo de vida y rentabilidad.",[],6.2083388370112,-75.559661139933,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en San Lucas, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-san-lucas-medellin/193677501,193677501,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3197adc500e_infocdn__gr435651120260426085240jpeg.jpeg,[],$ 1.350.000.000,1 Hab 2 Baños 112 m²,"Apartamento en venta en san lucas, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento remodelado en San Lucas. Al lado del Colegio Montessori. Un apartamento realmente único y díficil de encontrar.82M2 internos + 27M2 de balcón pergolado y 52M2 de terraza. Área total de 159M2.1 habitación con baño y vestier. Cocina abierta. Sala. Baño social. Y una gran terraza con espacio para un comedor exterior y sala. Está rodeado de verde y jardines consolidados.1 parqueadero doble lineal más cuarto útil.Zonas comunes: gimnasio, salón social, parque para niños y muchos senderos verdes.Unidad familar. Edificio diseñado por Obra Negra.",[],6.1799446,-75.5640593,,,,,,,,,,,,,,2026-08-03
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193663804,193663804,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4d16df28805_infocdn__gr435652320260624033422jpeg.jpeg,[],$ 720.000.000,3 Habs. 2 Baños 80 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",,Llamar,"Disfruta de la tranquilidad y la amplitud en este hermoso apartamento. Piso alto, ideal para quienes buscan comodidad y excelente iluminación natural. Tres alcobas, amplio cuarto principal con baño privado, perfecto para el descanso y la privacidad.La zona social se integra armoniosamente con una cocina funcional y una vista despejada que convierte cada momento en casa en una experiencia única. El apartamento incluye dos parqueaderos independientes, brindando facilidad y seguridad para tus vehículos.Una excelente opción para vivir en familia con comodidad, estilo y una ubicación privilegiada.",[],6.200365,-75.577561,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Loma de los bernal, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-loma-de-los-bernal-medellin/193755437,193755437,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a07749640bb6_infocdn__dyohoq54t55lmqewcv75bloaibeycmhmtexboc5gjpg.jpg,[],$ 450.000.000,3 Habs. 2 Baños 54 m²,"Apartamento en venta en loma de los bernal, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Código:  2657Precio:   $450,000,000Apartamento en venta.Sector Loma de Los Bernal.Piso 8 - estrato 4 - 54M² Aprox.El apartamento cuenta con sala-comedor, cocina integral, red de gas, calentador, zona de ropas, ventanal, 3 alcobas, 1 closet, 2 baños, piso en porcelanato, parqueadero cubierto.Zonas comunes: Ascensor, zona de juegos infantiles, parqueadero para visitantes, piscina, salón social, zonas verdes, portería las 24 horas, shut de basuras.Si desea más información acerca de este inmueble, puede comunicarse a nuestra línea de atención al cliente ***. Ventas",[],6.2116078,-75.6064034,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Robledo, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-robledo-medellin/193098836,193098836,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.691748b799fa5_infocdn__gr750611420251028103836jpeg.jpeg,[],$ 150.000.000,2 Habs. 1 Baño 47 m²,"Apartamento en venta en robledo, medellín","Apartamento enMedellín, Antioquia",,Llamar,"Apartamento en venta ubicado en Robledo sector Nuevo Occidente, por la estación de mero cable de la aurora. Es un sexto piso con 47 m2 aproximados, con dos habitaciones amplias, baño con cabina en acrílico, cocina integral, sala comedor, zona de ropas, balcón, piso en baldosa. Urbanización abierta con parqueaderos comunes abiertas, zonas verdes, el sector ofrece colegios, tiendas, droguerías, supermercados D1, servicios de Metrosalud, estación de policias y lugares de esparcimiento como la UVA del Inder, gimnasios al aire libre y amplias zonas verdes, cuenta con buenas rutas de transporte y sistema metro cable de la estación. Ideal para inversiónContactanos y programa tu cita con nosotros!",[],6.2811096,-75.614273,,,,,,,,,,,,,,2026-08-03
Apartamento en Venta en Medellín,https://www.fincaraiz.com.co/apartamento-en-venta-en-medellin/193316623,193316623,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6973df1710b8f_infocdn__y4mfac81ntfva0yefgmmunhypii7aeyhe5iypoysjpg.jpg,[],$ 1.950.000.000,3 Habs. 4 Baños 175 m²,Apartamento en venta en medellín,"Apartamento enMedellín, Antioquia",,Llamar,"Hermoso apartamento ubicado en San Lucas, Medellín, en proyecto nuevo (2025) bajo modalidad de cesión de derechos. Se destaca por sus amplios espacios, diseño contemporáneo y una cuidada selección de materiales como acero, ladrillo y madera, que aportan elegancia, calidez y exclusividad. Arquitectura integrada a la naturaleza, con fachadas vivas y jardines que generan una sensación de frescura y conexión con el entorno.Unidad residencial de alto nivel, con concepto arquitectónico premium y enfoque en integración con la naturaleza. Ofrece un estilo de vida exclusivo, con diseño sofisticado, zonas comunes de alto estándar y una ubicación privilegiada en el sector San Lucas, ideal para quienes buscan confort, lujo y valorización.",[],6.1799446,-75.5640593,,,,,,,,,,,,,,2026-08-03
"Local en Venta en La candelaria, Medellín",https://www.fincaraiz.com.co/local-en-venta-en-la-candelaria-medellin/193169686,193169686,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5fc31c8b37e_infocdn__5155-1-1764880479jpg.jpg,[],$ 200.000.000,23 m²,"Local en venta en la candelaria, medellín","Local Comercial enMedellín, Antioquia",,Llamar,"Descubre una excelente oportunidad de inversión con este local comercial de 23,48 m², estratégicamente ubicado en la plazoleta de comidas de un reconocido centro comercial, una de las zonas con mayor afluencia de visitantes y mayor dinamismo comercial. Rodeado de marcas reconocidas y una variada oferta gastronómica, este espacio ofrece una ubicación privilegiada que favorece la visibilidad y el potencial de valorización.Ideal para inversionistas que buscan un activo comercial con gran proyección, este inmueble combina una ubicación estratégica, alta demanda y un entorno consolidado, convirtiéndose en una excelente alternativa para fortalecer un portafolio de inversión.No dejes pasar esta oportunidad de adquirir un local en una de las zonas más atractivas del centro comercial. IMPULSAMOS SINERGIA EMPRESARIAL S.A.S.",[],6.2503789115,-75.565119234643,,,,,,,,,,,,,,2026-08-03
Casa en Venta en Medellín,https://www.fincaraiz.com.co/casa-en-venta-en-medellin/193856077,193856077,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a284efab2715_infocdn__gr-venta-casa-piso-2-medellin-la-1769099617-957-3008jpeg.jpeg,[],$ 725.000.000,4 Habs. 3 Baños 177 m²,Casa en venta en medellín,"Casa enMedellín, Antioquia",,Llamar,"Perfecta para familias, esta casa cuenta con 4 alcobas y 3 baños, balcón, amplia sala, comedor, , cada alcoba con su clóset, cocina integral, dos patios descubiertos, zona de ropas independiente, baldosa tradicional, red de gas, calentador de agua ofreciéndote comodidad y privacidad en cada uno de sus espacios. Además, cuenta con garaje. En cuanto a servicios, esta casa cuenta con sistema de alarma, cuenta con baño en la habitación principal. Su calentador te asegura agua caliente en cualquier momento.Pedido $725.000.000",[],6.2553777937469,-75.608395105257,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en El Poblado, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-el-poblado-medellin/193617075,193617075,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69dec1b8b3bde_infocdn__2936-1-1741736348png.png,[],$ 1.900.000.000,5 Habs. 5 Baños 275 m²,"Casa en venta en el poblado, medellín","Casa enMedellín, Antioquia",,Llamar,"EXCELENTE CASA PARA LA VENTA! En Unidad cerrada, Unidad Villas del Country, con un área de 370.08 MT2, área construida 275.8 M2 Duplex, 3 alcobas, con baño y Vestier, 1 alcoba con closet y baño, Alcoba servicio, cocina integral, Biblioteca, Alacena, zona de ropas, Sala, Comedor, Terraza, baño social , garaje doble , puerta con control.VALOR VENTA: $1.900.000.000ADMINISTRACION : $1.591.000Predial Trimestral $1.685.095,75Predial Anual 2022 $6.740.383",[],6.217265951548,-75.560557467658,,,,,,,,,,,,,,2026-08-03
"Apartamento en Venta en Calasanz, Medellín",https://www.fincaraiz.com.co/apartamento-en-venta-en-calasanz-medellin/193754228,193754228,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3e9796eeb41_infocdn__c5b318d0-f280-41af-9348-8bbb383811ec.jpeg,[],$ 350.000.000,2 Habs. 2 Baños 50 m²,"Apartamento en venta en calasanz, medellín","Apartamento enMedellín, Antioquia",,Llamar,"apartamento con excelente precio de dos alcobas, dos baños terminados, sala comedor, parqueadero privado, cocina integral, red gas, calentador gas, balcón, este se encuentra en unidad cerrada con portería 24 horas, gym, salón social, zonas verdes, juegos infantiles, piscina.Cerca al mall santa ana. Calasanz parte alta, zona campestre.  ***",[],6.2700823559052,-75.60497045517,,,,,,,,,,,,,,2026-08-03
"Casa en Venta en Laureles, Medellín",https://www.fincaraiz.com.co/casa-en-venta-en-laureles-medellin/193381433,193381433,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef70723a88_infocdn__gr-casa-en-en-venta-primer-piso-e-1770762178-3639-8746jpeg.jpeg,[],$ 790.000.000,4 Habs. 3 Baños 140 m²,"Casa en venta en laureles, medellín","Casa enMedellín, Antioquia",,Llamar,"Casa primer nivel con apartaestudio independiente 140 metros Dos patios Cuatro alcobas, tres  baños, dos cocinas integrales ,Closet de linosPuerta de SeguridadParqueadero privado Es esquinera.",[],6.2467471548436,-75.586371210252,,,,,,,,,,,,,,2026-08-03
