Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"LOTO, Apartamentos en Venta en Bochalema, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/loto-apartamentos-en-venta-en-bochalema-cali/10255638,10255638,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/6a218cc9-550b-462f-bd34-4b334cb270b2/photos/6a218cc9-550b-462f-bd34-4b334cb270b2_1_True_da9ada71-d32a-446a-b75b-4a8386a8a998.jpg,[],Desde $ 766.590.546,3 Habs. 2 Baños 106.52 m²,"Loto, apartamentos en venta en bochalema, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA BOLIVAR CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,"Loto representa sofisticación y comodidad para aquellos que buscan vivir la vida en su máxima expresión. Cada detalle de nuestro proyecto de vivienda, ha sido diseñado pensando en ti y en el estilo de vida confortable que siempre buscaste.Nos decidimos a ir más allá de lo convencional, pues este proyecto de apartamentos, al igual que la flor de loto, evoca belleza y esplendor. Su arquitectura se convierte en una extensión de tu personalidad, pues cuenta con acabados que logran crear un ambiente y estilo sofisticado.",[],3.36525620000000000000,-76.50838020000000000000,2026-08-03
"Orellana, Apartamento en Venta en El hormiguero, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/orellana-apartamentos-en-venta-en-el-hormiguero-cali/15017701,15017701,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68ade31820ddc_infocdn__pmiwlaj1jemusb2uekzegxicobcybo3jyjg40nltjpg.jpg,[],Desde $ 330.600.000,2 Habs. 1 Baño 54.59 m²,"Orellana, apartamento en venta en el hormiguero, cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA BOLIVAR CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Este proyecto en conjunto cerrado, rodeado de amplias zonas verdes, está ubicado estratégicamente al sur de Cali. Orellana está conformado por 4 torres de 10 pisos, cada una con ascensor. Cuenta con un parqueadero propio 1 a 1 y sus completas zonas comunes incluyen salón social, gimnasio, sala de entretenimiento y coworking dotado, zona de juegos infantiles, piscina para adultos y piscina para niños. Un lugar pensado para brindar bienestar, accesibilidad y calidad de vida.",[],3.3291219,-76.5026127,2026-08-03
"Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-monica-cali/193579001,193579001,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69caa67419d94_infocdn__gr678841920260330102312jpeg.jpeg,[],$ 850.000.000,3 Habs. 2 Baños 147 m²,"Apartamento en venta en santa monica, cali","Apartamento enCali, Valle del cauca",Contacto Inmobiliario y Cia SAS,Llamar,,,,,,,,,,,,,,"Vendo moderno apartamento en Santa Monica con espectacular vista sobre la ciudad; consta de: sala-comedor, balcón, baño social, cocina abierta tipo americano, zona de oficios, estudio o 4 alcoba, tres alcobas todas con closet, la principal con baño privado, vestier y closet y salida al balcón, baño auxiliar de alcobas; tiene dos parqueaderos en línea y depósito.El edificio cuenta con piscina, juegos infantiles, salón social, terraza, dos ascensores, portería permanente y parqueadero de visitantes al interior",[],3.4635638,-76.5340965,2026-08-03
"Casa en Venta en Colseguros andes, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-colseguros-andes-cali/193801554,193801554,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3aeee39488b_infocdn__gr1014844820260526034005jpeg.jpeg,[],$ 750.000.000,5 Habs. 6 Baños 302 m²,"Casa en venta en colseguros andes, cali","Casa enCali, Valle del cauca",M&G Inmobiliaria,Llamar,,,,,,,,,,,,,,"VENDO LINDA CASA 2 PISOS INDEPENDIENTES EN COLSEGUROS (D.M) CW:***Vendo linda casa en el barrio colseguros, cuenta con 8.85mts de frente x 24mts de fondo, excelente ubicacion muy cerca a la autopista sur oriental.PRIMER PISO:Encontramos antejardin con rejas de seguridad y capacidad para guardar 1 carro, casa que consta de sala, comedor, garaje interno amplio (capacidad para camioneta), baño social, cocina abierta, cuarto de servicio con baño, zona de ropas, 3 habitaciones con closet (Principal con vestier y baño privado), estudio, patio y calentador de agua a gas.SEGUNDO NIVEL:Encontramos 1 apartamento independiente construido hasta la mitad del fondo del lote, consta de sala-comedor, balcon, cocina, zona de ropas, cuarto de servicio con baño, 2 habitaciones amplias con closet y baño social.",[],3.4280904863872,-76.530375480652,2026-08-03
"Apartamento en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-jardin-cali/193977271,193977271,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5122cb080aa_infocdn__127075-1-1783701065jpg.jpg,[],$ 680.000.000,3 Habs. 3 Baños 93 m²,"Apartamento en venta en ciudad jardin, cali","Apartamento enCali, Valle del cauca",BIENCO SAS,Llamar,,,,,,,,,,,,,,"Bienco ofrece en VENTA hermoso apartamento ubicado en el Conjunto Residencial Barcelona, en un primer piso con ascensor, seguridad y una excelente ubicación, El apartamento cuenta con una amplia e iluminada sala-comedor con amplio patio, cocina integral con modernos muebles de almacenamiento, zona de lavado independiente y calentador. Dispone de baño auxiliar, tres cómodas habitaciones con clóset; la habitación principal cuenta con baño privado y vestier, además de un baño social para mayor comodidad, Incluye dos parqueaderos cubiertos en sótano y un depósito #31, brindando espacio adicional para almacenamiento, completas zonas comunes, vigilancia privada 24/7, bahía de parqueo para visitantes, piscina para adultos y niños, gimnasio, salón social y zona de juegos infantiles, al sur de la ciudad cómodas vías de acceso y excelente conectividad con transporte público. Además, se encuentra cerca del Centro Comercial Ciudad Jardín, supermercados, estaciones de servicio, clínicas, universid",[],3.348994043571,-76.527181954373,2026-08-03
"Apartamento en Venta en Ciudad jardin, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-ciudad-jardin-cali/194064195,194064195,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6f360c57d6d_infocdn__d09pjjgfh9l4zg3lf3abepttuhzcgsldwjlnwfnujpg.jpg,[],$ 1.800.000.000,3 Habs. 5 Baños 231 m²,"Apartamento en venta en ciudad jardin, cali","Apartamento enCali, Valle del cauca",Maria Carolina Andrade,Llamar,,,,,,,,,,,,,,"En uno de los condominios más privilegiados del sur de Cali, este apto de 231 mts con una vista maravillosa cuenta conSala comedor integrada a la terraza principal  haciendo más amplio los espacios;  Cocina abierta, Baño social, Sala de TV, y Estudio.Sus Tres habitaciones son muy iluminadas y todas tienen baño, la principal con vestier .Su zona de oficios es amplia y se integra al Cuarto y baño de servicio.Tiene 3 parqueaderos1 depósitoEl apartamento es muy fresco y su vista espectacular !El condominio cuenta con zonas verdes hermosas, piscinas, salones sociales y una extraordinaria ubicación !",[],3.3642154,-76.5412046,2026-08-03
"Apartamento en Venta en Caney, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-caney-cali/193911970,193911970,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3cda3278d67_infocdn__9191463-1-1782316795jpg.jpg,[],$ 355.000.000,3 Habs. 2 Baños 85 m²,"Apartamento en venta en caney, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"Descubre el apartamento que estabas buscando y Vive en una de las zonas de mayor valorización y desarrollo del sur de Cali! Se vende  apartamento ubicado en el piso 7  Toscana Club Residencial, en el exclusivo sector de El Caney, una ubicación privilegiada que combina tranquilidad, comodidad y excelente conectividad. Su cercanía a importantes vías de acceso, centros comerciales, clínicas, universidades, colegios y zonas de entretenimiento lo convierten en una excelente opción para vivir o invertir. Con un área de 85m², este apartamento ofrece espacios cómodos, iluminados y muy bien distribuidos. Al ingresar encontrarás una amplia sala comedor con balcón y una agradable vista hacia el oriente, ideal para disfrutar de hermosos amaneceres y una excelente ventilación natural. Cuenta además con un espacio perfecto para estudio o sala de televisión. La cocina integral está equipada con gas natural y se complementa con una práctica zona de oficios independiente. El área privada dispone de un hall de alcobas, dos habitaciones auxiliares con clóset, baño de alcobas y una cómoda alcoba principal con clóset y baño privado. El inmueble incluye parqueadero propio cubierto, brindando mayor comodidad y seguridad para tu vehículo. zonas comunes:  amplias zonas verdes, juegos infantiles, amplia bahia de parqueadero para visitantes y vigilancia permanente, creando un entorno seguro y agradable para sus residentes.",[],3.380190380273,-76.522777878357,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193641355,193641355,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4e6aee3fc7c_infocdn__gr1541893020260416062815jpeg.jpeg,[],$ 455.000.000,4 Habs. 4 Baños 110 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",LT&S INMOBILIARIA,Llamar,,,,,,,,,,,,,,"Apartamento en venta cuarto piso con ascensor, con un área de 110mts, parqueadero propio doble en linea cubierto y deposito, ubicado en el barrio Valle del Lili, Sur de Cali.Se encuentra distribuido en:Sala comedorBalcónCocina integralZona de oficiosBaño socialSala de tvTres habitaciones con closet principal y baño privadoAlcoba de servicio con BañoZona de oficiosConjunto cerrado con:Vigilancia 24/7Piscina para adultos y niñosJuegos infantilesGymZonas verdesPorteria.No dejes pasar esta oportunidad única de vivir en un lugar lleno de comodidades y en un ambiente tranquilo.",[],3.3659725798535,-76.51888249513,2026-08-03
"CANARIOS DEL CASTILLO D, Casa en Venta en El Castillo, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/canarios-del-castillo-d-casas-en-venta-en-el-castillo-cali/15017202,15017202,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67c9bece4a8a3_infocdn__hl2hjnxktummj4hw4qcg9eib84cefuppcwuefwssjpg.jpg,[],Desde $ 606.100.000,3 Habs. 3 Baños 106.47 m²,"Canarios del castillo d, casa en venta en el castillo, cali","Casa enCali, Valle del cauca",CONSTRUCTORA EL CASTILLO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,1,30% INICIAL - 70% CREDITO,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2028,5,"Proyecto NO VIS / No aplica subsidio de viviendaSi tus ingresos familiares superan los $15.250.000, este proyecto es para ti.Canarios del CastilloCasas campestres pensadas para familias que buscan comodidad y flexibilidad.Disfruta habitación principal en el primer piso y opción de una segunda habitación principal en el segundo nivel, ideal para parejas, familias grandes y adultos mayores. Cocina cerrada de diseño moderno, terraza cubierta para compartir y espacios amplios y funcionales.Hasta 3 habitaciones y 3 baños, parqueadero cubierto y parqueadero para visitantes dentro del condominio.Separa tu casa con $5.000.000Empieza una nueva forma de vivir en Canarios del Castillo.",[],3.2819765,-76.5149613,2026-08-03
"Apartamento en Venta en Zona Oeste, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-zona-oeste-cali/193814150,193814150,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ab2978ef53_infocdn__v47mh2yfhpsbchgz13opwn8xnwpd7xhnbdvuweusjpg.jpg,[],$ 735.000.000,3 Habs. 4 Baños 125 m²,"Apartamento en venta en zona oeste, cali","Apartamento enCali, Valle del cauca",FERNANDEZ Y DELGADO CONSTRUCTORA E INMOBILIARIA S.A.S.,Llamar,,,,,,,,,,,,,,"VENDE APARTAMENTO EN LOS CRISTALES, moderno, iluminado, fresco,  Piso 5 con ascensor hasta sotanos , Area 125 M2 Consta de 3 habitaciones (ppal con vestier, baño y balcón), baño social, sala , comedor, balcón, cocina , zona oficios, cuarto del servicio con baño, parqueadero doble en línea cubierto, El conjunto cuenta con unas agradables zonas sociales: piscinas climatizadas adultos y niños, cancha de tenis, cancha multiple, salón social, juego niños, gimnasio dotado, coworking, sala familiar, turco, Cita previa  Disponibilidad Inmediata",[],3.4322272,-76.5518543,2026-08-03
"Casa en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-valle-del-lili-cali/193968576,193968576,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4eb1a378349_infocdn__aqw6augnx3hq8o5ghexzyi2r4ckubonccecyuaiujpg.jpg,[],$ 550.000.000,4 Habs. 4 Baños 170 m²,"Casa en venta en valle del lili, cali","Casa enCali, Valle del cauca",ROJAS HOUSE INMOBILIARIA,Llamar,,,,,,,,,,,,,,"Se vende casa multifamiliar de dos niveles con 4 apartaestudios independientes: Ideal para inversionista, Consta de: Primer nivel: 1 Apartaestudio con área de 23mt2 con habitación, cocina tradicional y baño, Segundo nivel: 2 apartaestudios con área de 32mt2 cada uno con cocina, baño y balcón, A la vuelta en el primer nivel hay otra apartaestudio con áreade 32mt2 con las mismas amenidades que los del segundo piso, área 32mt2, baño, cocina y balcón, en ambos primeros pisos hay parqueadero para 1 vehículo y espacio para motos",[],3.3773834,-76.5148803,2026-08-03
"Samán del Encanto, Apartamentos en Venta en Cali",https://www.fincaraiz.com.co/proyectos-vivienda/saman-del-encanto-apartamentos-en-venta-en-cali/15017542,15017542,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.685d54be6f191_infocdn__zwytri2ug16bzfcdhbbrg3or5abbpvopywnyqembjpg.jpg,[],Desde $ 166.455.000,1 Hab 1 Baño 40.09 m²,"Samán del encanto, apartamentos en venta en cali","Apartamento enCali, Valle del cauca",CONSTRUCTORA BOLIVAR CALI,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2,"Es un proyecto pensado para brindarte bienestar, comodidad y espacios llenos de vida. Aquí encontrarás apartamentos en torres de 5 pisos con zonas diseñadas para que tú y tu familia disfruten cada momento. Vive rodeado de naturaleza y tranquilidad mientras compartes en la piscina para adultos y niños, los juegos infantiles o el quiosco.",[],3.3291219,-76.5026127,2026-08-03
"VIOLETAS DEL CASTILLO, Casa en Venta en El Castillo, Cali",https://www.fincaraiz.com.co/proyectos-vivienda/violetas-del-castillo-casas-en-venta-en-el-castillo-cali/6724706,6724706,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.687a52b29004c_infocdn__bauy1fd9swgmgsul9dd85ngikvak0s6spjn7fvvnjpg.jpg,[],Desde $ 555.276.213,3 Habs. 2 Baños 108.24 m²,"Violetas del castillo, casa en venta en el castillo, cali","Casa enCali, Valle del cauca",CONSTRUCTORA EL CASTILLO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,70%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2027,5,"Proyecto NO VIS / No aplica subsidioSi tus ingresos familiares superan los $14.530.000, este proyecto es para ti.Violetas del CastilloCasas campestres de dos pisos al sur de Cali, por la vía Panamericana. Vive en una ciudadela exclusiva, rodeada de naturaleza y lejos del ruido de la ciudad.Su mayor diferencial es la habitación principal en el primer piso, ideal para parejas, adultos mayores o personas con movilidad reducida.La sala–comedor se integra con la terraza cubierta, creando un espacio perfecto para descansar y compartir.En el segundo piso encontrarás otra habitación principal con vestier y baño privado, una alcoba adicional y un espacio flexible para estudio o tercera habitación, además de balcón y terraza descubierta.El proyecto cuenta con zona de oficios ventilada, baño social o depósito y parqueadero para visitantes dentro del condominio.Vive con comodidad y tranquilidad en Violetas del Castillo.",[],3.2819765,-76.5149613,2026-08-03
"Apartamento en Venta en Santa teresita, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-teresita-cali/194064585,194064585,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6fade1df59e_infocdn__pbzfgjzbwzq6i69vccaub5zv4habptkrlidmnk1ojpg.jpg,[],$ 810.000.000,4 Habs. 3 Baños 193 m²,"Apartamento en venta en santa teresita, cali","Apartamento enCali, Valle del cauca",M & J INMOBILIARIA Y AVALÚOS S.A.S.,Llamar,,,,,,,,,,,,,,"Vive con comodidad y exclusividad en Santa Teresita!Se vende hermoso apartamento en uno de los sectores más exclusivos y tradicionales de la ciudad, con amplios espacios, excelente distribución y una espectacular terraza para disfrutar en familia.Área: 141.64 m² + 52.02 m² de terrazaPiso 4 con ascensor.Distribución:* Amplia sala y comedor.* Cocina integral con comedor auxiliar.* Zona de lavandería independiente.* Cuarto y baño de servicio.* Habitación de linos.* Baño social.* Estudio o cuarta habitación.* Dos habitaciones auxiliares con clóset.* Habitación principal con baño privado y walk-in clóset.Parqueadero doble en línea.3 depósitos.El conjunto residencial ofrece:* Piscina para adultos y niños.* Juegos infantiles.* Parque para mascotas.* Portería y vigilancia 24/7.Excelente ubicación, cerca de colegios, supermercados, restaurantes y todos los servicios que necesitas.Administración: $1.260.000Precio de venta: $810.000.000 negociables.Un apartamento amplio, iluminado, fresco y con una espectacular terraza, ideal para quienes buscan confort, tranquilidad y una excelente ubicación. ¡Agenda tu visita y conócelo!",[],3.4470307,-76.5540495,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193889378,193889378,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a34ff5b80abc_infocdn__9191449-1-1781803312-8jpg.jpg,[],$ 400.000.000,3 Habs. 3 Baños 91 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"Apartamento en Venta en Valle del Lili | Conjunto Residencial MorettiVive o invierte en uno de los sectores de mayor valorización y desarrollo del sur de Cali. Se vende hermoso apartamento ubicado en el piso 6 del Conjunto Residencial Moretti, en Valle del Lili, una zona estratégica que se destaca por su excelente conectividad, cercanía a centros comerciales, clínicas, universidades, colegios, supermercados y una amplia oferta de servicios y entretenimiento.Ideal para inversionistas: actualmente se encuentra alquilado y genera una renta mensual de $2.400.000, ofreciendo rentabilidad inmediata.Con un área de 91 m², este apartamento se caracteriza por sus espacios amplios, excelente iluminación natural y una distribución funcional pensada para el confort de toda la familia.- Amplia sala comedor con balcón y agradable vista hacia el oriente, perfecta para disfrutar de hermosos amaneceres y una excelente ventilación natural.- Baño social.- Espacio para estudio o sala de televisión.- Moderna cocina integral abierta con barra y gas natural.- Zona de oficios independiente.- Hall de alcobas.- Dos habitaciones auxiliares con clóset.- Baño de alcobas.- Alcoba principal con vestier y baño privado.- Parqueadero cubierto.Zonas comunes de primer nivelEl Conjunto Residencial Moretti cuenta con algunas de las zonas sociales más completas del sector:Gimnasio equipado.Amplias zonas verdes para el disfrute familiar.Juegos infantiles.Salón social.parqueaderos para visitantes",[],3.3658976075584,-76.518133878708,2026-08-03
"Casa en Venta en Pance, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-pance-cali/192301443,192301443,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.680ae924e9dbe_infocdn__5947-12-1745442895jpg.jpg,[],$ 3.200.000.000,6 Habs. 9 Baños 744 m²,"Casa en venta en pance, cali","Casa enCali, Valle del cauca",ABC Inmobiliaria,Llamar,,,,,,,,,,,,,,"Descubre tu nuevo hogar de ensueño en el exclusivo condominio de Pance! Esta impresionante casa de dos pisos, completamente remodelada, redefine el concepto de lujo y comodidad.Al ingresar, te recibirán espacios amplios y luminosos que invitan a disfrutar cada rincón. Con 6 alcobas y 9 baños, cada miembro de la familia disfrutará de su propio espacio y privacidad. Imagina relajarte en tu piscina privada, rodeado de un hermoso patio y jardín que se convierten en tu oasis personal, perfecto para reuniones familiares o momentos de tranquilidad.El condominio cuenta con una portería que brinda seguridad las 24 horas y entrada automatizada, asegurando la tranquilidad que mereces. Además, con solo 4 casas en total, disfrutarás de un ambiente exclusivo y tranquilo.la casa tambien tiene la opcion de a puerta cerrada valor. ***Los amantes del bienestar estarán encantados con las instalaciones del condominio: un sauna revitalizante y un gimnasio completamente equipado que te permitirán mantenerte en forma sin salir de casa. Y para tus visitas, no te preocupes La propiedad ofrece 3 parqueaderos con capacidad para 7 carros.Esta es más que una casa. es un estilo de vida donde el confort se encuentra con la elegancia. No pierdas la oportunidad de vivir en este paraíso en Pance. Contáctanos ahora para agendar tu visita y enamorarte de tu nuevo hogar",[],3.338265488789,-76.548241572605,2026-08-03
"Casa en Venta en El Castillo, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-el-castillo-cali/193927998,193927998,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a417c9e76c3f_infocdn__iiownhivpinakdvetgyxq0epwge2cfjvbfqfstjpjpg.jpg,[],$ 750.000.000,3 Habs. 3 Baños 124 m²,"Casa en venta en el castillo, cali","Casa enCali, Valle del cauca",Tu casa linda asesoría inmobiliaria,Llamar,,,,,,,,,,,,,,"Si buscas casa donde toda la familia conviva cómodamente —bebés, adultos mayores, personas con movilidad reducida— esta casa en conjunto de UN PISO  es la respuesta. Todo en un solo nivel: sin escaleras, sin barreras, sin complicaciones.Lo que incluye:- 3 habitaciones amplias con acabados de lujo- Diseño abierto que maximiza la luz natural y la ventilación- Casa fresca e iluminada durante todo el día- 2 parqueaderos cubiertos- Lote de 315 m² Y construidos 124 mt que brinda privacidad y espacio exterior propio- Sin vecino contiguo: mayor tranquilidad y privacidadEl entorno lo hace aún más valioso.El Castillo es un sector de excelente vecindad, habitado por familias y emprendedores con visión. Un entorno seguro, activo, donde se respira progreso y comunidad.Este inmueble es para usted si:- Tiene familia con niños pequeños o adultos mayores- Valora la comodidad de un solo piso sin riesgos de caídas- Quiere espacio real, acabados de calidad y parqueadero triple techado- Busca una zona residencial consolidada con buena energíaÁrea de lote: 315 m²Área construida: 124 m²3 habitaciones3 parqueaderos cubiertosEl Castillo, Calisi te interesa el mobiliario podemos venderlo también!!Contáctenos para agendar su visita.",[],3.2898853,-76.5235054,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193726505,193726505,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69fe4788a911b_infocdn__kydulannp417oasusggzmannqhb6u2hgmoq8quehjpg.jpg,[],$ 290.000.000,3 Habs. 2 Baños 68 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",EPSILUM ASESORES,Llamar,,,,,,,,,,,,,,"SE VENDE APARTAMENTO CONJUNTO JADE VALLE DEL LILIÁrea 67 Mt2Piso 13 habitaciones todos con aire acondicionado2 baños todas con bañoBalcón con vista hacia el exteriorHabitación principal con Vestier y bañoBaño socialSala comedor y estudioCocina integral Abierta tipo americanaZona de servicio1 parqueaderoCuenta con amenidades como salón social, piscina para adultos y piscina de niñosPrecio $290.000.000negociablesAdministración : $289.000",[],3.3708257,-76.5057779,2026-08-03
"Apartamento en Venta en Santa monica, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-santa-monica-cali/192396424,192396424,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3ef3a78d190_infocdn__gr336181620250515052634jpg.jpg,[],$ 700.000.000,2 Habs. 3 Baños 137 m²,"Apartamento en venta en santa monica, cali","Apartamento enCali, Valle del cauca",ALFA FINCA RAIZ INMOBILIARIA SAS,Llamar,,,,,,,,,,,,,,"GE Apartamento en 1er nivel de 137 mt2 en edificio en Santa Monica Residencial, Sala comedor amplio, balcon grande, estudio, cocina integral, zona de oficios, cuarto de servicio, 2 Habitaciones la principal con baño, hall y baño de alcobas, 2 parqueaderos paralelos. Edificio con piscina y salon social. Libre de todo gravamen.",[],3.4633733,-76.5357711,2026-08-03
"Apartamento en Venta en La hacienda, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-hacienda-cali/193045689,193045689,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6bb0ced5208_infocdn__9190684-23-1761835285jpg.jpg,[],$ 345.000.000,3 Habs. 2 Baños 83 m²,"Apartamento en venta en la hacienda, cali","Apartamento enCali, Valle del cauca",Unisa Inmobiliaria,Llamar,,,,,,,,,,,,,,"Apartamento Luxury completamente remodelado en el exclusivo sector de La Hacienda – Cali. piso 5 sin ascensor.Descubre la elegancia y el confort en este espectacular apartamento de 83 m², ubicado en el Conjunto Residencial Paraíso III, en el corazón del barrio La Hacienda, una de las zonas más valoradas del sur de Cali por su ambiente residencial, seguridad y cercanía a centros comerciales, colegios, parques y vías principales.Este apartamento, situado en el quinto piso, ha sido remodelado integralmente con acabados de lujo, combinando diseño contemporáneo y funcionalidad. Su amplia sala comedor con vista exterior invita a disfrutar de espacios llenos de luz natural y frescura. La cocina integral de concepto abierto, con mobiliario moderno y detalles de alta gama, se convierte en el punto de encuentro ideal para compartir en familia.Cuenta con zona de oficios independiente, estudio, hall de alcobas, una alcoba principal con baño privado y clóset, más dos alcobas auxiliares con clóset y un baño de alcobas elegantemente renovado.El apartamento incluye parqueadero doble cubierto en línea y un depósito privado. El conjunto ofrece piscina, juegos infantiles, zonas verdes y kiosko, en un entorno tranquilo y familiar.Cada detalle de esta remodelación ha sido cuidadosamente pensado para ofrecer una experiencia “Luxury Living”, armonía en los espacios y una ubicación inmejorable.Ideal para quienes buscan un hogar moderno, exclusivo y listo para habitar.",[],3.401331004408,-76.53090692895,2026-08-03
"Casa en Venta en Prados del norte, Cali",https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-norte-cali/191463916,191463916,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a512af1a6f76_infocdn__gr33618320230725104208jpg.jpg,[],$ 850.000.000,6 Habs. 5 Baños 369 m²,"Casa en venta en prados del norte, cali","Casa enCali, Valle del cauca",ALFA FINCA RAIZ INMOBILIARIA SAS,Llamar,,,,,,,,,,,,,,"SG - Vendo casa multifamiliar  en Prados del Norte, consta de  una casa amplia en  el primer piso ambiente bohemio , tres habitaciones , una habitación en el primer piso y dos en el segundo piso, tres baños , cocina,  zona de lavado , balcón con vista al  jardin y un patio., garaje propio interno , y en el segundo pisos tenemos dos apartaestudios, primer apartaestudio de dos ambientes , habitación amplia, baño , cocina y balcón,  gas de pipa , segundo apartaestudio costa de tres ambientes , dos habitaciones , cocina y balcón, baño amplio , garaje propio interno amplio , servicios independientes,  ideal para AirBNB , cerca a Zona T de granada , CC chipichape , avenida las américas, para inversionistas Rentando",[],3.4732861,-76.5222829,2026-08-03
"Apartamento en Venta en Valle del Lili, Cali",https://www.fincaraiz.com.co/apartamento-en-venta-en-valle-del-lili-cali/193911383,193911383,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3bea1859baf_infocdn__property-20095-1-1775566865-imagenjpg.jpg,[],$ 240.000.000,2 Habs. 2 Baños 55 m²,"Apartamento en venta en valle del lili, cali","Apartamento enCali, Valle del cauca",LA CADENA DE SERVICIOS INMOBILIARIOS,Llamar,,,,,,,,,,,,,,"Bonito apartamento para venta, en barrio Bochalama. Primer piso.",[],3.3718754129329,-76.507109918333,2026-08-03
