Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Panoramik, Apartamentos en Venta en El tejar, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/panoramik-apartamentos-en-venta-en-el-tejar-bucaramanga/10389398,10389398,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/79e0736a-4112-427a-9eac-7dce61149626/photos/79e0736a-4112-427a-9eac-7dce61149626_6_False_e0797259-abf6-40b7-90fe-d0d952585ca2.jpg,[],Desde $ 292.248.000,1 Hab 1 Baño 44.17 m²,"Panoramik, apartamentos en venta en el tejar, bucaramanga","Apartamento enBucaramanga, Santander",MARVAL  BUCARAMANGA,Llamar,"Panoramik, un proyecto de Vivienda de Interés Social en el corazón de la meseta de Bucaramanga ubicado junto a Motoreste cerca a un sector residencial, a la autopista de Floridablanca, el Viaducto García Cadena, el CC Cacique, Neomundo y la vía a Girón. Un proyecto con la mejor vista y ubicación. ¡Donde harás tu mejor inversión!  *150 SMMLV para el año de escrituración.",[],7.09515857235481000000,-73.10964219476780000000,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,2026-08-02
"Apartamento en Venta en Comuneros, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-comuneros-bucaramanga/193507384,193507384,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a07538f103ba_infocdn__property-14492-1-1773353835-imagenjpg.jpg,[],$ 175.000.000,3 Habs. 2 Baños 54 m²,"Apartamento en venta en comuneros, bucaramanga","Apartamento enBucaramanga, Santander",IPIMAC S.A.S,Llamar,"Este acogedor apartamento en venta cuenta con 3 habitaciones, 2 baños completos y una cocina equipada. Ubicado en un conjunto cerrado con vigilancia 24x7, cerca de universidades, colegios y zonas comerciales. ¡No dejes pasar esta oportunidad! Contáctanos para más información. ?? #Bucaramanga #Venta #Apartamento",[],7.13900498447,-73.12998391368,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en La floresta, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-floresta-bucaramanga/193174951,193174951,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.693361ff688e8_infocdn__property-11171-1-1764973435-imagenjpg.jpg,[],$ 485.000.000,4 Habs. 3 Baños 130 m²,"Apartamento en venta en la floresta, bucaramanga","Apartamento enBucaramanga, Santander",IPIMAC S.A.S,Llamar,"Descubre este exclusivo apartamento en venta ubicado en un prestigiosa vista estrato 5. Con cuatro habitacion amplia y luminosa, tre baño elegante y funcional, y dos parqueadero para tu comodidad. Con un area de undefined, este inmueble fue construido con materiales de alta calidad y acabados de lujo. Los interiores cuentan con detalles modernos y sofisticados que crean un ambiente acogedor y elegante. La ubicacion es inmejorable, en un conjunto/edificio que ofrece seguridad, tranquilidad y comodidades para disfrutar al maximo. No pierdas la oportunidad de vivir en este exclusivo espacio.",[],7.10558793806,-73.10696467944,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Mejoras publicas, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-mejoras-publicas-bucaramanga/193911723,193911723,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3bf48e97340_infocdn__utjfi8dprhfhdw9fcsittksxi5eizhrlcqvrcg7fjpg.jpg,[],$ 400.000.000,2 Habs. 2 Baños 68 m²,"Apartamento en venta en mejoras publicas, bucaramanga","Apartamento enBucaramanga, Santander",O&M Grupo Inmobiliario,Llamar,"Descubra la joya de La Aurora, Bucaramanga: un apartamento remodelado con un impecable estado 10 de 10, listo para ser su nuevo hogar. Ubicado en la zona más prestigiosa de la ciudad, este inmueble ofrece acceso privilegiado a toda la meseta, rodeado de una vibrante oferta de servicios que incluyen corresponsales bancarios, droguerías, tiendas, restaurantes, clínicas, colegios, parques y la biblioteca pública, todo a su alcance y con excelentes opciones de transporte.Este magnífico apartamento cuenta con:*   **Dos amplias habitaciones** con closets integrados, diseñadas para su máximo confort y almacenamiento.*   **Dos baños completos**, uno auxiliar y otro en la habitación principal, garantizando privacidad y funcionalidad.*   **Zona de ropas independiente**, estratégicamente separada de la cocina para mayor discreción y organización.*   **Cocina integral con acabados modernos**, un espacio donde la funcionalidad se une al diseño para inspirar sus creaciones culinarias.*   **Amplio balcón**, ideal para disfrutar de momentos de relax y vistas agradables.*   **Dos ascensores** para su comodidad y fácil acceso.*   **Exclusiva zona social** que incluye piscina, gimnasio, sauna y salón social, ofreciendo un estilo de vida de resort sin salir de casa.*   **Parqueadero privado asignado**, con fácil ingreso y manejo, para su total tranquilidad.*   **Vigilancia las 24 horas**, proporcionando un entorno seguro y protegido.*   **Pisos en porcelanato**, que aportan elegancia y durabilidad a cada rincón.No pierda la oportunidad de vivir en este apartamento excepcional que combina lujo, comodidad y una ubicación inmejorable. ¡Agende su visita y déjese cautivar!",[],7.1261594,-73.1167414,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en La concordia, Bucaramanga",https://www.fincaraiz.com.co/casa-en-venta-en-la-concordia-bucaramanga/192507211,192507211,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.684750ad32fd5_infocdn__bu0cy4m4yn0cf8ydihc3g1pomlk4lae1wqhs8linjpg.jpg,[],$ 500.000.000,6 Habs. 5 Baños 280 m²,"Casa en venta en la concordia, bucaramanga","Casa enBucaramanga, Santander",ARCOF INMOBILIARIA SAS,Llamar,"Vendemos casa en el sector la concordia central a la avenida Gonzales valencia y al centro de Bucaramanga , parques y clínicas  cuenta con un área de 280 metros , en el primer piso encontraremos una amplia sala , cocina semi integral , zona de ropas y garaje ,en el segundo piso 3 habitaciones con closet, un baño social con ducha y un apartaestudio con baño y cocina tradicional  , en el tercer piso una amplia terraza una habitación con closet y baño y un apartaestudio con cocina tradicional y baño la casa cuenta  con tanque de agua .",[],7.1159259,-73.1186353,,,,,,,,,,,,,,2026-08-02
"HELICONIAS, Apartamento en Venta en La concordia, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/heliconias-apartamentos-en-venta-en-la-concordia-bucaramanga/10230671,10230671,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/1f03f158-0ec7-46f8-a672-5f85e64e598c/photos/1f03f158-0ec7-46f8-a672-5f85e64e598c_11_False_ae486e7a-af21-4ebd-8e08-dbd19a52f5c5.jpg,[],Desde $ 246.400.000,3 Habs. 2 Baños 60.67 m²,"Heliconias, apartamento en venta en la concordia, bucaramanga","Apartamento enBucaramanga, Santander",ALDIA,Llamar,"Heliconias es un proyecto NO Vis, Ubicado en la Diagonal 15 # 51 – 93; cuenta con 24 pisos, 6 niveles de parqueadero, y apartamentos de 3 habitaciones en diferentes áreas. Es un conjunto residencial muy completo, con un buen número de amenidades que brindan al residente confort y valorización. Con una ubicación estratégica y el mejor precio del mercado en su franja, Heliconias es la más conveniente alternativa para invertir en un gran proyecto.",[],7.11069860000000000000,-73.11969210000000000000,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,1,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,2026-08-02
"Casa en Venta en Albania, Bucaramanga",https://www.fincaraiz.com.co/casa-en-venta-en-albania-bucaramanga/193340819,193340819,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.697ccea05635c_infocdn__property-10517-1-1762450289-imagenjpg.jpg,[],$ 1.200.000.000,12 Habs. 5 Baños 320 m²,"Casa en venta en albania, bucaramanga","Casa enBucaramanga, Santander",IPIMAC S.A.S,Llamar,"¡Increíble oportunidad en Bucaramanga! Casa en venta de 12 habitaciones y 5 baños, con 320m² de área construida. Este inmueble de estrato 4 cuenta con balcón, terraza y star de TV. Ideal para uso comercial, cerca de hospitales, universidades, centros comerciales y zonas comerciales. Año de construcción 1957. ¡No dejes pasar esta oportunidad! Contáctanos para más información.",[],7.1278254224526,-73.114730889228,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Cabecera del llano, Bucaramanga",https://www.fincaraiz.com.co/apartamento-en-venta-en-cabecera-del-llano-bucaramanga/193359096,193359096,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a34914415ee6_infocdn__property-12542-1-1770236552-imagenjpg.jpg,[],$ 3.000.000.000,4 Habs. 5 Baños 259 m²,"Apartamento en venta en cabecera del llano, bucaramanga","Apartamento enBucaramanga, Santander",IPIMAC S.A.S,Llamar,"Presentamos este espectacular apartamento ubicado en el prestigioso sector de Cabecera del Llano. Una propiedad que redefine la sofisticación, diseñada para quienes buscan un estilo de vida superior en la emblemática Tipología Marquis.✨ LO QUE TE ENAMORARÁ: ? 259 m² de diseño vanguardista y espacios optimizados. ?️ Totalmente Remodelado con acabados de lujo y se entrega Amoblado. ? 3 Alcobas amplias, cada una con su baño privado para máxima privacidad. ?️ Zona de confort: Hall de TV y Estudio independiente. ? 5 Baños con grifería y acabados de alta gama. ? Alcoba y baño de servicio para mayor comodidad. ? 2 Parqueaderos en línea y 1 depósito privado.?️ DETALLES DE ALTO NIVEL:Antigüedad: Solo 5 años de construcción (estado impecable).Ubicación: Estrato 6, el sector más exclusivo de la ciudad.Legalidad: ¡Libre de deuda! Listo para traspaso inmediato. ?✅? VALOR DE LA INVERSIÓN: ? Venta: $3.000.000.000 (Incluye mobiliario de alta calidad) ? Administración: $2.100.000No pierdas la oportunidad de adquirir una pieza inmobiliaria única, donde la elegancia y la comodidad se encuentran. El edificio Majestic te ofrece la seguridad y el estatus que tú y tu familia merecen. ?",[],7.117877077279,-73.105655597695,,,,,,,,,,,,,,2026-08-02
"Local en Venta en Ricaurte, Bucaramanga",https://www.fincaraiz.com.co/local-en-venta-en-ricaurte-bucaramanga/193634299,193634299,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69dfb6a6cae1c_infocdn__qthzewq9ak5ajmoyp9esitq5o8clp7fyqjhe7nonjpg.jpg,[],$ 36.000.000.000,5 Ambientes 10 Baños 5100 m²,"Local en venta en ricaurte, bucaramanga","Local Comercial enBucaramanga, Santander",Seguridad Inmobiliaria,Llamar,"Manzana completa conformada por 14 predios, estratégicamente ubicada sobre la diagonal 15, en una de las zonas comerciales y de servicios más consolidadas de Bucaramanga. El inmueble cuenta con un área de lote de 5.294 m² y un área construida aproximada de 5.100 m², distribuidos en bodega, fachada de exhibición, bahía de parqueo, áreas de cargue y descargue y mezzanine para oficinas administrativas. Excelente accesibilidad, múltiples frentes y uso de suelo comercial y mixto. Ideal para empresas, logística, comercio mayorista o inversión.",[],7.107624,-73.1156173,,,,,,,,,,,,,,2026-08-02
"Amarí, Apartamento en Venta en Alvarez las americas, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/amari-apartamentos-en-venta-en-alvarez-las-americas-bucaramanga/15018573,15018573,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a22e1ecc333a_infocdn__kyufwnobssgmczk5ac6wupkwlwv0avpjp71g2z28png.png,[],Desde $ 295.000.000,1 Hab 1 Baño 40 m²,"Amarí, apartamento en venta en alvarez las americas, bucaramanga","Apartamento enBucaramanga, Santander",SUMAS CONSTRUCCIONES SAS,Llamar,"Amarí es un proyecto de vivienda creado para despertar los sentidos. Cuenta con un diseño vanguardista y moderno, apto para hogares unipersonales y familias que buscan vivir en una estratégica zona de la 'Ciudad Bonita' y tener a la mano espacios que suman bienestar.",[],7.1290988,-73.1110657,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,Cuota Inicial: 30%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Fecha estimada de entrega: 2026,5,2026-08-02
"Casa en Venta en La floresta, Bucaramanga",https://www.fincaraiz.com.co/casa-en-venta-en-la-floresta-bucaramanga/193723695,193723695,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69fe01a321d79_infocdn__709702af-0427-4743-adb5-9872bfb4317b.jpeg,[],$ 995.000.000,4 Habs. 4 Baños 250 m²,"Casa en venta en la floresta, bucaramanga","Casa enBucaramanga, Santander",Grupo Andino Inmobiliario SAS,Llamar,"Se Vende Casa en la Floresta- BucaramangaUbicada en la carrera 45 #65 - 54, zona residencial, cerca de vías principales como la 27, con fácil acceso a transporte público, parques, colegios, universidades, iglesias, clínicas, comercios, servicios y restaurantes.Características del inmueble: casa de dos niveles, área: 250 m2, estrato 5, sala, comedor, cocina integral, zona de ropas, hall de televisión, 4 habitaciones, 4 baños, 3 parqueaderos, Balcon,VENTA: $995.000.000pregunta por él, bajo el código Inmobiliario *** ¡Contáctanos! Agenda tu cita y con gusto te asesoramos.Contactos: ***Somos GRUPO ANDINO INMOBILIARIO, con nosotros tendrás tus trámites más fácil y rápido. ***",[],7.1065893,-73.1046138,,,,,,,,,,,,,,2026-08-02
"Alcala Gran Reserva, Apartamento en Venta en Comuna 16 - lagos del cacique, Bucaramanga",https://www.fincaraiz.com.co/proyectos-vivienda/alcala-gran-reserva-apartamentos-en-venta-en-comuna-16-lagos-del-cacique-bucaramanga/15016657,15016657,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.668bff49ce452_infocdn__j1thvvfmyoavgceqdyn6ynhm87hf46t8swfdftljjpg.jpg,[],Desde $ 1.252.978.000,3 Habs. 4 Baños 122.24 m²,"Alcala gran reserva, apartamento en venta en comuna 16 - lagos del cacique, bucaramanga","Apartamento enBucaramanga, Santander",MARVAL  BUCARAMANGA,Llamar,"El proyecto GRAN RESERVA está localizado en el sector del Cacique, de La Ciudad de Bucaramanga, Santander Acorde a los grandes desarrollos urbanísticos del sector, Gran Reserva, se consolida como el proyecto de vivienda, más importante de la ciudad, no solo por su escala y emplazamiento con su entorno, sino además por contar con equipamiento propio de un club social, dentro del mismo conjunto, convirtiéndolo en hito de exclusividad en el sector. el proyecto cuenta con 1232 parqueaderos de residentes (2 por cada vivienda) y 105 parqueaderos de visitantes",[],7.1023935,-73.105248,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,6,2026-08-02
