Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Apartamento en Venta en Ondas del Otún, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-ondas-del-otun-manizales/193619161,193619161,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69dab1c7dd9ef_infocdn__behsgjqovmqcfmwohy3xsulisls9vnwkiqlhjivpjpg.jpg,[],$ 320.000.000,3 Habs. 2 Baños 62 m²,"Apartamento en venta en ondas del otún, manizales","Apartamento enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"¡Espectacular apartamento en venta en el sector Ondas de Otún!Cuenta con un área de 62.20 m², distribuidos en 3 habitaciones, la principal con baño privado, además de un baño social completo. Dispone de sala comedor con amplio  balcón, cocina funcional y zona de ropas independiente. Incluye parqueadero privado.El edificio ofrece terraza, salón social y parqueadero para visitantes.Ubicado en un sector con  excelente servicio de transporte público y a tan solo 10 minutos del centro. A su alrededor encontrarás ferreterías, colegios, restaurantes y todo lo que necesitas para tu día a día.¡Contáctanos, será un gusto atenderte! ***",[],5.0638252,-75.504509,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Villapilar, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-villapilar-manizales/193476649,193476649,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69aca4a37648e_infocdn__s8u6bfrsc6tdoifgae7ul1n7hzrns0iunuk7c2fkjpg.jpg,[],$ 470.000.000,5 Habs. 3 Baños 130 m²,"Casa en venta en villapilar, manizales","Casa enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"Vendo linda y amplia casa en conjunto cerrado, ubicada en el sector de Villa Pilar, en excelentes condiciones, ideal para familias que buscan comodidad y buena ubicación.La propiedad está distribuida en tres niveles y cuenta con 5 confortables habitaciones, 3 baños, moderna cocina integral, zona de ropas amplia y ventilada, y parqueadero exterior privado para un vehículo.El conjunto ofrece excelentes áreas sociales como piscina, salón social, juegos infantiles, parqueadero de visitantes y vigilancia las 24 horas.Sector estratégico por su cercanía al centro de la ciudad, supermercados y con fácil acceso a transporte público.Contáctanos y agenda tu visita ***",[],5.0863351,-75.5269421,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Chipre, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-chipre-manizales/193705823,193705823,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f8fb9c16a95_infocdn__nlirlooo5y8jb6sqoml90fl4tminqkb49paylllkjpg.jpg,[],$ 360.000.000,2 Habs. 1 Baño 64 m²,"Apartamento en venta en chipre, manizales","Apartamento enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"Vendo apartamento en ChipreSe vende cómodo apartamento de 64 m², distribuido en sala comedor, cocina, zona de ropas, 2 habitaciones y 1 baño. Además, cuenta con garaje.Está ubicado en un sector privilegiado, a pocos minutos del centro de la ciudad, supermercados, restaurantes, farmacias, con fácil acceso a transporte público.Contáctanos para mayor información: ***",[],5.0751039,-75.527589,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en La castilla, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-castilla-manizales/194010127,194010127,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a62200b3ac18_infocdn__gr-venta-apartamento-2-alcobas-ca-1784562288-424-9149jpeg.jpeg,[],$ 260.000.000,2 Habs. 2 Baños 42 m²,"Apartamento en venta en la castilla, manizales","Apartamento enManizales, Caldas",AF Capital Inmobiliario,Llamar,"Capital Inmobiliario ofrece para la Venta iluminado y cómodo apartamento ubicado sobre la Avenida Kevin Ángel a pocos metros de la Universidad Autónoma. Cuenta con 2 alcobas con closet (principal con baño privado), baño auxiliar completo, sala comedor con salida a un agradable balcón con linda vista panorámica, cocina semintegral con servicio de gas natural domiciliario, zona de ropas, calentador a gas, pisos en cerámica. Parqueadero y depósito. El edificio cuenta con portería diurna, ascensor, salón social. Agenda tú cita: ***.",[],5.0675320617636,-75.504966544859,,,,,,,,,,,,,,2026-08-02
"Apartamento en  Venta en La carolita, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-la-carolita-manizales/192061751,192061751,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67bc9e750b2f9_infocdn__idu2zwznmd6fsai8sb3opabjxfmn2v3pimefhvhljpg.jpg,[],$ 230.000.000,3 Habs. 2 Baños 72 m²,"Apartamento en  venta en la carolita, manizales","Apartamento enManizales, Caldas",LUGAR PARA TI INMOBILIARIA,Llamar,"Se vende apartamento en Conjunto cerrado Altos de Granada, Manizales. Consta de: 3 habitaciones con clóset, 2 baños, sala comedor, cocina integral y zona de ropas.Cuenta con parqueadero comunal, portería 24 horas. No tiene ascensor.El conjunto tiene salón comunal, cancha múltiple.Precio negociable.",[],5.0661522,-75.4858748,,,,,,,,,,,,,,2026-08-02
"Casa en venta en Chipre, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-chipre-manizales/7166046,7166046,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/4/1/3618361_295_0.jpg,[],$ 560.000.000,4 Habs. 2 Baños 134 m²,"Casa en venta en chipre, manizales","Casa enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"Confortable casa en el sector de chipre,  con 134 m2,  4 habitaciones,  dos baños,  sala comedor aparte,  patio muy grande,  en muy buenas condiciones,  ideal para familia numerosa,  excelente ubicación,  secotr residencial ,  de mucha tranquilidad,  de alta valorización.  Contactanos ya.",[],5.07584047317505,-75.5254364013672,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Avenida Santander, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-santander-manizales/193781572,193781572,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a10665f38de1_infocdn__1v95btdtsttikpdytjp1ovvijehs9opyxcejbottjpg.jpg,[],$ 615.000.000,3 Habs. 2 Baños 83 m²,"Apartamento en venta en avenida santander, manizales","Apartamento enManizales, Caldas",Vanessa González _ Propiedad raíz,Llamar,"¡Oportunidad de inversión inigualable! Asegura tu futuro con este espectacular apartamento en venta, ubicado en la prestigiosa Avenida Santander de Manizales.Este hermoso apartamento, parte del exclusivo Edificio Torre 40, te ofrece 83 m² de diseño moderno y funcional. Disfruta de un balcón excepcionalmente amplio, ideal para relajarte y admirar la majestuosa vista a los nevados. La cocina integral abierta se integra perfectamente con el área social, creando un ambiente ideal para el entretenimiento. Cuenta con un baño social completo y tres confortables habitaciones, garantizando espacio y privacidad para toda la familia.Además, incluye parqueadero y un práctico cuarto útil, añadiendo valor y comodidad a tu inversión.Actualmente en cesión de derechos para entrega en junio de 2027, esta es una oportunidad dorada para adquirir una propiedad con una proyección de valorización excepcional.No dejes pasar la oportunidad de ser propietario de este inmueble de ensueño y asegurar una inversión inteligente.",[],5.0658824,-75.5054359,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Niza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-niza-manizales/193805733,193805733,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a16fc78615e3_infocdn__gr-copia-de-arrienda-apartamento-1775073665-1689-2349jpeg.jpeg,[],$ 430.000.000,2 Habs. 2 Baños 64 m²,"Apartamento en venta en niza, manizales","Apartamento enManizales, Caldas",AF Capital Inmobiliario,Llamar,"AF Capital Inmobiliario ofrece para la Venta acogedor apartamento para estrenar con excelente iluminación natural ubicado en tranquila zona residencial sector Bosques De Niza. Cuenta con 2 alcobas con closet (principal con baño privado), baño auxiliar completo, sala y comedor independiente,  un cómodo balcón con linda vista panorámica,  cocina integral con servicio de gas natural domiciliario, zona de ropas independiente, calentador a gas, pisos en cerámica. Parqueadero cubierto. El conjunto cuenta con portería 24 horas, ascensor, salón social, cancha de fútbol sintética, gimnasio, zona de juegos infantiles, piscina. Agenda tú cita: ***.",[],5.0576409889089,-75.469535867342,,,,,,,,,,,,,,2026-08-02
"MIRADOR DEL SOL, Apartamento en Venta en Puerta del Sol, Manizales",https://www.fincaraiz.com.co/proyectos-vivienda/mirador-del-sol-apartamentos-en-venta-en-puerta-del-sol-manizales/15018460,15018460,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69f8cf85e176c_infocdn__6oxagn84bkzgylahgqqaa6uhuj9iwh9k79lmbvsxjpg.jpg,[],Desde $ 262.000.000,2 Habs. 1 Baño 47.7 m²,"Mirador del sol, apartamento en venta en puerta del sol, manizales","Apartamento enManizales, Caldas",CFC&A CONSTRUCCIONES,Llamar,"¿Por qué vivir en Mirador del Sol?Es la oportunidad de tener tu apartamento VIS en Puerta del Sol, un sector de crecimiento y gran proyección en Manizales, ideal para quienes buscan construir patrimonio en una zona que se transforma y se valoriza. Además de su ubicación estratégica, Mirador del Sol te brinda el privilegio de despertar y vivir cada día con una vista incomparable, donde los atardeceres y la majestuosidad del Nevado se convierten en parte de tu día a día. Un proyecto pensado para quienes sueñan con un hogar bien ubicado, con proyección y rodeado de la belleza única de la ciudad. Con el respaldo y la calidad de Construcciones CFC. Apartamentos VIS* (vivienda de interés social)",[],5.0860211,-75.5138175,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30% CUOTA INICIAL,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,2026-08-02
"Apartamento en Venta en Avenida Santander, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-santander-manizales/193976869,193976869,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a5108a8010a2_infocdn__izuus9yfhvls2n1srhauso0rnmote0nnhk9lwtfijpg.jpg,[],$ 730.000.000,3 Habs. 2 Baños 104 m²,"Apartamento en venta en avenida santander, manizales","Apartamento enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"En venta apartamento en la Avenida Santander – ManizalesDescubra la oportunidad de vivir en uno de los sectores más exclusivos y estratégicos de Manizales. Este amplio apartamento de 104 m² combina comodidad, excelente ubicación y una hermosa vista panorámica de la ciudad, ideal para quienes buscan calidad de vida o una excelente inversión.El apartamento está distribuido en tres amplias habitaciones, dos baños completos, sala-comedor, cocina integral funcional y espacios diseñados para brindar comodidad y aprovechamiento de cada ambiente. Además, cuenta con garaje privado, un gran valor agregado en esta zona de alta valorización.Su privilegiada ubicación, sobre la Avenida Santander y a pocos metros del sector empresarial y universitario de El Cable, le permitirá disfrutar de una excelente conectividad, cercanía a universidades, entidades financieras, restaurantes, cafés, supermercados y la reconocida zona gastronómica y de entretenimiento de El Cable.El edificio ofrece vigilancia y recepción las 24 horas, ascensor y circuito cerrado de televisión, proporcionando seguridad, tranquilidad y comodidad para todos sus residentes.Si busca un apartamento con excelente ubicación, amplios espacios y una espectacular vista de la ciudad, esta es una oportunidad que no puede dejar pasar.Contáctenos para recibir más información y agendar su visita.? ***",[],5.0613672,-75.4916808,,,,,,,,,,,,,,2026-08-02
Casa en Venta en Manizales,https://www.fincaraiz.com.co/casa-en-venta-en-manizales/192262714,192262714,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a3aabf02ba8b_infocdn__gr138541720220505032835jpg.jpg,[],$ 300.000.000,4 Habs. 2 Baños 250 m²,Casa en venta en manizales,"Casa enManizales, Caldas",Vista Inmobiliaria,Llamar,"Código para WhatsApp: ***Vista Inmobiliaria ofrece en venta casa en el sector de Villahermosa, tiene un área de 250 Mt2, 4 habitaciones, 2 baños, cocina semi-integral, sala-comedor, pisos en cerámica. Ubicado cerca de Mall plaza, avenidas Principales y supermercados.Excelente opción para su negocio como siempre se ha imaginado, no dude en visitarlo. (los agentes Vista Inmobiliaria siempre dispuestos en brindar la mejor experiencia).",[],5.0678288350132,-75.49126625061,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Alta suiza, Manizales",https://www.fincaraiz.com.co/apartamento-en-venta-en-alta-suiza-manizales/193960556,193960556,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4c4d51c7f2e_infocdn__cce2wivao7f1scwy7k3rvduh3rhvfe1wgl6ekuldjpg.jpg,[],$ 440.000.000,3 Habs. 2 Baños 60 m²,"Apartamento en venta en alta suiza, manizales","Apartamento enManizales, Caldas",Inmobiliaria Lucia Prada,Llamar,"En venta – moderno apartamento en alta suizaDescubre este hermoso apartamento de 60 m², ubicado en uno de los sectores con mayor valorización y comodidad de la ciudad. cuenta con excelente iluminación natural y una distribución ideal para disfrutar cada espacio.el apartamento dispone de sala comedor integrada con acceso a balcón, cocina integral, zona de ropas, hall de habitaciones, 3 habitaciones, la principal con baño privado, además de un baño auxiliar. para mayor comodidad, cuenta con parqueadero privado y depósito.el conjunto residencial cuenta con cámaras de seguridad y vigilancia 24 horas, además de espectaculares zonas comunes como piscina, jacuzzi, turco, sauna, gimnasio, salón social, zona de juegos infantiles y canchas múltiples.ubicado en el sector de alta suiza, con fácil acceso a transporte público, cerca de centros comerciales como mall plaza y muy cerca de la zona de el cable, donde podrás encontrar múltiples servicios, comercio y entretenimiento.? contáctanos para mayor información al ***.",[],5.0527468,-75.4813043,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Versalles, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-versalles-manizales/192966517,192966517,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a1770c09a8a2_infocdn__gr562862420251213124902jpg.jpg,[],$ 550.000.000,4 Habs. 3 Baños 107 m²,"Casa en venta en versalles, manizales","Casa enManizales, Caldas",INMOBILIARIA RESTREPO ECHEVERRI S.A.S,Llamar,"Casa en conjunto en venta, barrio Versalles, Manizales. Tres niveles, linda vista, iluminación natural. Área 107 m², 4 habitaciones, 3 baños, habitación principal con baño privado y vestier, habitaciones auxiliares con closet, estar de habitaciones, balcón, sala comedor, cocina integral, zona de ropas independiente, depósito y 1 parqueadero descubierto.Conjunto con  zona infantil y videoportero.Cita previa *** - *** - *** - *** - ***- ***",[],5.0593861,-75.5004827,,,,,,,,,,,,,,2026-08-02
"Apartaestudio en Venta en Chipre, Manizales",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-chipre-manizales/193287149,193287149,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69a9e332e2fee_infocdn__gr-venta-apartaestudio-chipre-man-1768787853-051-4818jpeg.jpeg,[],$ 305.000.000,1 Hab 1 Baño 41 m²,"Apartaestudio en venta en chipre, manizales","Apartaestudio enManizales, Caldas",AF Capital Inmobiliario,Llamar,"AF Capital Inmobiliario ofrece para la Venta bello y confortable apartaestudio de 2 ambientes con elegantes acabados y una excelente ubicación sobre la avenida principal de Chipre y cerca a la zona rosa. Cuenta con 1 alcoba con closet, un baño, sala comedor con salida a un agradable balcón, cocina integral con servicio de gas natural domiciliario, zona de ropas, pisos en cerámica. Parqueadero. Edificio con portería 24 horas, ascensor. Agenda tu cita: ***.",[],5.0698982914838,-75.524223371162,,,,,,,,,,,,,,2026-08-02
"Casa en venta en La francia, Manizales",https://www.fincaraiz.com.co/casa-en-venta-en-la-francia-manizales/7011324,7011324,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/2/1/3521809_837_0.jpg,[],$ 700.000.000,7 Habs. 3 Baños 328 m²,"Casa en venta en la francia, manizales","Casa enManizales, Caldas",Infibank Inmobiliaria,Llamar,"Ubicada en sector tranquilo de la francia,  alrededores de gran proyección urbanística,  es una vivienda con amplios espacios,  con renta,  en el primer piso encontramos una vivienda independiente con 4 habitaciones,  2 baños,  sala comedor grande,  cocina integral,  patio; en el segundo piso hay un apartamento con 3 habitaciones,  baño,  sala comedor,  cocina,  y patio cubierto,  adicionalmente el inmueble tiene un antejardin con zona BBQ y parqueadero para tres vehículo..",[],5.06828260421753,-75.5325164794922,,,,,,,,,,,,,,2026-08-02
