Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,Descripción completa,Unidades,Latitud,Longitud,fecha_recoleccion
"Apartamento en Venta en Altos de suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-altos-de-suba-bogota/193837275,193837275,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a20c1e5d8fa4_infocdn__xs6lvlbj6u5jmwdya2vhkdy9vabelzonpricjl7ojpg.jpg,[],$ 1.690.000.000,4 Habs. 6 Baños 273 m²,"Apartamento en venta en altos de suba, bogotá","Apartamento enBogotá, Bogotá, d.c.",CLARA FUENTES,Llamar,,,,,,,,,,,,,,"✨ APARTAMENTO DUPLEX- EXCLUSIVO CON VISTA PANORÁMICA Y DOBLE ALTURA EN ALTOS DE SUBA ✨Despierta cada día con una vista privilegiada de la ciudad y los cerros orientales. Este espectacular dúplex combina amplitud, elegancia y naturaleza en uno de los sectores más exclusivos del norte de Bogotá.Su imponente sala de doble altura, iluminada por grandes ventanales, crea un ambiente único donde la luz natural y el paisaje son protagonistas. Cada espacio fue diseñado para disfrutar privacidad, confort y una conexión permanente con el entorno verde que lo rodea.* Terraza privada con vista abierta 13.20 M2.* Sala con chimenea y doble alturaComedor independiente* 4 habitaciones con baño privado*Estudio o sala de estar familiar* Walk-in closet en las habitaciones*Cuarto y baño de Servicio* 4 parqueaderos independientes* Depósito*Conjunto con cancha de tenis, gimnasio, BBQ, parque infantil y amplias zonas verdes.Altos de Suba – Bogotá.",[],4.7264019,-74.0752202,2026-08-02
"Ciudad La Salle Saint Michel, Apartamento en Venta en Usaquen, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/ciudad-la-salle-saint-michel-apartamentos-en-venta-en-usaquen-bogota/15017173,15017173,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a27e9b32828_infocdn__aylr6ygfhpc7q9kxjkvqkwisja0yes5ga80kpxyapng.png,[],Desde $ 519.269.000,2 Habs. 2 Baños 53.02 m²,"Ciudad la salle saint michel, apartamento en venta en usaquen, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,30%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"SAINT MICHEL como la mayor atracción turística en Francia, este proyecto se consolida para ser unos de los más atractivos que conforman Ciudad La Salle. Lo hará con sus 4 torres de apartamentos, tres sótanos de parqueaderos, bicicleteros, portería y edificio comunal. Imagina Un espacio tan grande que empieza a ser parte de tu vida por su inmensidad y con un corazón verde tan grande, que latirá por todos sus habitantes mientras cantan, respiran, sonríen y bailan al ritmo de la naturaleza y sus armoniosas notas que traen equilibrio y paz.",[],4.749627,-74.0356625,2026-08-02
"Zajarí Zentral, Apartamento en Venta en Hayuelos, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/zajari-zentral-apartamentos-en-venta-en-hayuelos-bogota/15017185,15017185,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.67a3694f46cef_infocdn__hnhnz8akfuexsz4axit6qpsgixvzognshwxkjazdjpg.jpg,[],Desde $ 464.866.000,2 Habs. 2 Baños 56.67 m²,"Zajarí zentral, apartamento en venta en hayuelos, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Nuevos,¡Pregúntale!,20%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Zajarí Zentral tiene la ubicación que tanto deseas, sus vías principales favorecen tu movilidad. Está situado en la calle 13 con Avenida Boyacá. Disfrutarás más de 500.000 m² de entretenimiento para toda tu familia. Tendrás ambientes llenos de vida que matizan lo natural con lo moderno. Disfrutarás de cancha de squash, gimnasio, juegos infantiles, piscinas, teatrino, turco, terraza descubierta, zona bbq, entre otras zonas exclusivas para fomentar el bienestar completo de los que quieres. Vías de acceso principales que favorecen tu movilidad: Avenida Boyacá, calle 13, Avenida 68, Avenida calle 26, Avenida Américas, Avenida Ciudad de Cali y nueva Avenida Alsacia. Sitios de interés cercanos: – C.C. Plaza Central – C.C. Salitre Plaza-Futuro C.C. El Edén – C.C. Hayuelos – C.C. Gran Estación – Homecenter – Easy – Éxito – Colegio Agustiniano – Clínica de Occidente – Clínica Colombia -SITP-Terminal de Transportes – Aeropuerto El Dorado.",[],4.6507607364022,-74.128205812581,2026-08-02
"Paseo de Sevilla, Apartamento en Venta en Nueva Castilla, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/paseo-de-sevilla-apartamentos-en-venta-en-nueva-castilla-bogota/5311768,5311768,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2021/6/10/2535976_460_10.jpg,[],Desde $ 507.624.000,3 Habs. 3 Baños 69.69 m²,"Paseo de sevilla, apartamento en venta en nueva castilla, bogotá","Apartamento enBogotá, Bogotá, d.c.",MARVAL BOGOTA,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,Financiación: 80%,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,3,"Paseo de Sevilla se encuentra ubicado en Castilla, un sector de gran crecimiento en la ciudad, allí encontrarás completos espacios que te brindarán el bienestar y la tranquilidad que tu familia necesita. Dentro de las zonas comunes podrás disfrutar de cancha de squash y de fútbol, gimnasio, juegos infantiles, ludoteca, piscina, salón de juegos, salón de reuniones, sauna, teatrino y turco..",[],4.64569640000000000000,-74.15443430000000000000,2026-08-02
"Apartamento en Venta en Cerros de Suba, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerros-de-suba-bogota/194021405,194021405,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a61481586878_infocdn__gr130276820260722032642jpg.jpg,[],$ 590.000.000,3 Habs. 2 Baños 100 m²,"Apartamento en venta en cerros de suba, bogotá","Apartamento enBogotá, Bogotá, d.c.",GMT,Llamar,,,,,,,,,,,,,,"¡Espectacular apartamento en venta en Cedritos!Disfruta de una excelente vista exterior en este hermoso apartamento de 100 m², ubicado en un piso 13.Características del inmueble:3 habitaciones amplias: La principal cuenta con un encantador balcón privado, perfecto para relajarte.2 baños completos.Estudio versátil: Ideal para home office o sala de TV.Parqueadero privado y depósito.El edificio: Conjunto residencial tradicional (22 años de antigüedad) con vigilancia 24/7, lo que garantiza seguridad y tranquilidad.¡Una combinación perfecta de espacio, luz natural y calidad de vida en uno de los mejores sectores del norte de Bogotá!Agenda pronto tu visita¡",[],4.7299485152687,-74.034844094232,2026-08-02
"Apartaestudio en Venta en Santa Paula, Bogotá",https://www.fincaraiz.com.co/apartaestudio-en-venta-en-santa-paula-bogota/193835448,193835448,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a20615ab05a9_infocdn__gr130276920260603093515jpg.jpg,[],$ 730.000.000,1 Hab 2 Baños 57 m²,"Apartaestudio en venta en santa paula, bogotá","Apartaestudio enBogotá, Bogotá, d.c.",GMT,Llamar,,,,,,,,,,,,,,"Apartaestudio de 57 M2 para estrenarOptimizado para el estilo de vida ejecutivo y moderno. Un inmueble que no solo es un hogar, sino una inversión inteligente en bienestar y alta valorización.Distribución inteligente:1 Habitación con walk-in closet + 2 Baños.Cocina tipo americano de concepto abierto + Área social luminosa.Balcón con excelente entrada de luz natural.Club House / Amenidades del edificio: Para los que buscan el equilibrio perfecto entre trabajo y bienestar, el edificio ofrece: Gimnasio, Zona de Yoga, Terraza panorámica, BBQ, Zona de Fogata (Fire pit) y Parque infantil.Ubicación estratégica y modernos acabados.¿Quieres conocerlo? Escríbeme y coordinamos una cita.",[],4.6911441,-74.0430749,2026-08-02
"CLICK LIVING, Apartamento en Venta en La macarena, Bogotá",https://www.fincaraiz.com.co/proyectos-vivienda/click-living-apartamentos-en-venta-en-la-macarena-bogota/15018741,15018741,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a6b57c6e3180_infocdn__jtbj9egne0gcrpjqitkxpjeow9xrhpqu5sz3eprvpng.png,[],Desde $ 431.300.000,1 Hab 1 Baño 36.05 m²,"Click living, apartamento en venta en la macarena, bogotá","Apartamento enBogotá, Bogotá, d.c.",ARQUITECTURA Y CONCRETO,Llamar,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,30 - 70,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,4,"Click Living es un nuevo proyecto residencial desarrollado por Arquitectura y Concreto, ubicado en el sector La Macarena, Bogotá, entre la Plaza de Mercado La Perseverancia y la Estación de Policía Santa Fe. Un proyecto que invita a hacer click con la esencia de la ciudad, gracias a su ubicación estratégica y a su conexión con el arte, la cultura, la gastronomía y una amplia oferta de entretenimiento. Contará con apartamentos que se entregan completamente terminados, de 1 y 2 habitaciones, con opción de disponible, depósito y parqueadero dependiendo de la tipología, además, más de 20 amenidades y una zona comercial.",[],4.6158751,-74.0663704,2026-08-02
"Oficina en Venta en San Felipe, Bogotá",https://www.fincaraiz.com.co/oficina-en-venta-en-san-felipe-bogota/193038690,193038690,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a0d3021d24e3_infocdn__enrnbhmyftcaentzmv9liqdao47btonu9fcailjojpg.jpg,[],$ 1.949.999.999,5 Ambientes 2 Baños 450 m²,"Oficina en venta en san felipe, bogotá","Oficina enBogotá, Bogotá, d.c.",CITYSEGUROS INMOBILIARIOS,Llamar,,,,,,,,,,,,,,"VENDO/RENTO EDIFICIO COMERCIAL DE 3 NIVELES MAS TERRAZA, ADECUADA PARA EMPRESA CON LICENCIA DE CONSTRUCCIÓN, 450 M2 CONSTRUIDOS, USO COMERCIAL, EMPRESARIAL.NIVEL 1 BODEGA Y PARQUEADERONIVEL 2 OFICINAS, 2 SALAS DE JUNTAS, ARCHIVOOPCION AREIENDO $15 MILLONESNIVEL 3 CAFETERÍA/ ZONA PRA ADECUAR OFICINAS, 2 BAÑOSTERRAZA ESPACIO UTIL SE PUEDE CUBRIR Y APROVECHAR EL ESPACIOS, 150 M2 másPRECIO $1.950 MILLONES- NEG.OPCIÓN RENTA $13 MILLONES",[],4.6645411,-74.0630587,2026-08-02
"Casa en  Venta en Carvajal, Bogotá",https://www.fincaraiz.com.co/casa-en-venta-en-carvajal-bogota/191132415,191132415,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.669e7bc093def_infocdn__qbsqkhhobtegipxvtvtab6xgs2tdfiw1baglney0jpg.jpg,[],$ 790.000.000,10 Habs. 4 Baños 432 m²,"Casa en  venta en carvajal, bogotá","Casa enBogotá, Bogotá, d.c.",JAHIR AGUILERA,Llamar,,,,,,,,,,,,,,"Vendo casa comercial con excelente ubicación en el barrio Carvajal. Actualmente rentada para bodega lote de 8 mt de frente x 18mt de fondo. Casa de tres pisos, un apartamento por piso. Piso 1 cuenta con sala comedor, 3 habitaciones, 1 baño, patio cubierto, cocina cerrada, garaje para dos carros. Piso 2 cuenta con su entrada independiente, tiene sala comedor, cocina cerrada, baño social, 4 habitaciones, la habitación principal tiene baño privado y escaleras para el piso 3 el cual consta de 3 habitaciones, cocina cerrada, zona de ropas, 1 baño y adicionalmente tenemos 3 habitaciones que están en obra gris. Cuenta con contadores residenciales (1 de agua, 1 de luz y 3 de gas). La casa esta ubicada a 2 cuadras de la Av. Primero de Mayo con vias de acceso como la carrera 68b, con salida a la Av. Carrera 68 y de la Avenida Boyaca. A 2 cuadras del Centro Comercial Plaza de las Americas, hospitales, comercios y colegios cercanos. Estrato 3",[],4.6155402,-74.1333331,2026-08-02
"Apartamento en Venta en Tuna baja, Bogotá",https://www.fincaraiz.com.co/apartamento-en-venta-en-tuna-baja-bogota/193996180,193996180,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a584c298b94d_infocdn__3qc9ginzucjug2yrzr3mei3ay3q3ony876yvacswpng.png,[],$ 196.000.000,2 Habs. 1 Baño 44 m²,"Apartamento en venta en tuna baja, bogotá","Apartamento enBogotá, Bogotá, d.c.",Bienes Raíces V & C,Llamar,,,,,,,,,,,,,,"PARTAMENTO SUBA TUNA BAJA44m2 - 5to piso con ascensor$196 millones▶️ Consta de 2 habitaciones, sala comedor, cocina integral, baño y zona de lavado.☑️ Estrato 2, se pagan $190.000 de administración, conjunto cerrado con solo 5 años de construcción, cuenta con zona infantil, parqueadero comunal y vigilancia privada 24/7.?️ Sobre la k 99 y cerca de la calle 153, Colegio distrital IED Juan Lozano y Lozano Sede B, Av. Cali, Hospital de Suba, CC Plaza Imperial, Portal Suba, Av. Suba, buen acceso a comercio y transporte.""",[],4.7567661,-74.0854423,2026-08-02
