Título,URL detalle,id_inmueble,URL imagen,Etiquetas,Precio listado,Tipología listado,Descripción breve,Ubicación listado,Publicante,Acción disponible,Descripción completa,Unidades,Latitud,Longitud,Porcentaje terminado,Porcentaje vendido,Ocupación,Desarrollador,Estado,Parqueaderos,Financiación,Formas de pago,Cuota inicial,Cantidad de pisos,Aplica subsidio,Fecha de Finalización,Estrato,fecha_recoleccion
"Casa en Venta en Los prados, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-los-prados-pereira/192636141,192636141,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6875183ccb8a3_infocdn__cg3of27rxqrbwovxiz9oa2gs0di2tbzbowqmp1ewjpg.jpg,[],$ 280.000.000,3 Habs. 2 Baños 72 m²,"Casa en venta en los prados, pereira","Casa enPereira, Risaralda",Rento Inmobiliaria,Llamar,"Se vende casa en los 2500 (Cuba), cuenta con 3 habitaciones, baño completo y baño social, sala-comedor, cocina integral, patio techado, el conjunto tiene piscina, juegos infantiles, zonas verdes, vigilancia las 24 h, parqueadero comunitario, está cerca de supermercados como ara, el cafetal y D1, gimnasios y restaurantes la unidad es tranquila y ofrece fácil acceso al transporte público. Para más información contáctanos ***",[],4.7999816,-75.7333675,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Centro, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192865332,192865332,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.68c4600d39196_infocdn__4d7pxfmc02hu9bt926ichu7e3cn0aio3ki9q62imjpg.jpg,[],$ 295.000.000,3 Habs. 2 Baños 68 m²,"Apartamento en venta en centro, pereira","Apartamento enPereira, Risaralda",FOTOINMUEBLES,Llamar,"Se Vende apartamento en el corazones de la ciudad en el centro de Pereira, en edificio con terminados en Mármol, ascensor, y parqueadero cubierto privado; el apartamento de 67mt2 cuenta con; sala comedor, cocina integral, zona de ropas, alcoba de servicio con baño,  1 baño de alcobas completo ,  2 alcobas amplias con closet (una de ellas con balcón privado).",[],4.8132462,-75.6959439,,,,,,,,,,,,,,2026-08-02
"RIVIERA VERDE ETAPA 3, Apartamento en Venta en Galicia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/riviera-verde-etapa-3-apartamentos-en-venta-en-galicia-pereira/15017990,15017990,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.693355de8ac28_infocdn__amulktts0abs8ipeeliru3kl12bkexdyrs3g8k9sjpg.jpg,[],Desde $ 568.400.000,3 Habs. 2 Baños 70 m²,"Riviera verde etapa 3, apartamento en venta en galicia, pereira","Apartamento enPereira, Risaralda",ASUL CONSTRUCTORA,Llamar,"¿QUÉ ES ESTAR EN LO ALTO?Es estar más cerca al canto de las aves. Es sentir el abrazo cálido de un guadual. Es darle altura a tus sueños. Es tener el PRIVILEGIO DE VER EL AMANECER DE PRIMERO.Aquí despertar no solo es abrir los ojos, es ABRIR LOS SENTIDOS.Entendimos que el verdadero lujo está en la conexión con lo natural. Vivir aquí es descubrir que la verdadera riqueza está en la paz, en despertar sin ruido, en Gimnasio Piscina para adultos Zona de mascotas ver el cielo más cerca y respirar más profundo.",[],4.8019821,-75.8036482,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,En construcción,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,5,2026-08-02
"CAMELIA, Apartamento en Venta en La julia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/camelia-apartamentos-en-venta-en-la-julia-pereira/15018199,15018199,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a63e7fbe5ac6_infocdn__r4kzntpgxgdzqf3tqnr73li6hdl4if5jhhfzkjt6png.png,[],Desde $ 241.000.000,2 Habs. 1 Baño 53 m²,"Camelia, apartamento en venta en la julia, pereira","Apartamento enPereira, Risaralda",AMARILO,Llamar,"En Pereira nace un proyecto que transformará la manera de vivir: Hacienda Condina, un desarrollo que integra la naturaleza, la modernidad y la conexión con lo mejor de la ciudad.Con amplias zonas verdes, vías planificadas y espacios creados para el bienestar, Hacienda Condina se convierte en el escenario perfecto para quienes buscan un entorno tranquilo, seguro y con proyección de futuro.Su ubicación privilegiada cerca del Aeropuerto Internacional Matecaña, de los Malls Palo de Agua y Batará Plaza, y de los principales corredores viales de la ciudad, hacen de este proyecto una oportunidad única para vivir o invertir.",[],4.8085625,-75.6815469,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,2028,3,2026-08-02
"MUKAVA GARDEN, Apartamento en Venta en Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/mukava-garden-apartamentos-en-venta-en-pereira/15018023,15018023,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6945713f68935_infocdn__aoqo07ajryaukg6mzkr2eyjskeiskqzb5ekbpcsujpg.jpg,[],Desde $ 805.000.000,2 Habs. 3 Baños 86 m²,"Mukava garden, apartamento en venta en pereira","Apartamento enPereira, Risaralda",AMARILO,Llamar,"Mukava Garden es el lugar donde la exclusividad de Cerritos se encuentra con la magia del paisaje cafetero. Un proyecto que abraza vistas majestuosas, naturaleza en su máximo esplendor y la tranquilidad que solo este rincón privilegiado de Pereira puede ofrecer. Aquí, cada día se siente como un respiro profundo, una invitación a vivir rodeado de belleza, confort y armonía. Bienvenido a un hogar pensado para quienes buscan elevar su estilo de vida.",[],4.8110625,-75.7749844,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Segundo semestre 2028,4,2026-08-02
"Casa Campestre en Venta en Pueblito Cafetero, Pereira",https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/193904464,193904464,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a39b416b6ee3_infocdn__dxqrtu5y2jxlx3iq30aqlx6tt5jz9b0182x4skxujpg.jpg,[],$ 1.300.000.000,3 Habs. 3 Baños 1842 m²,"Casa campestre en venta en pueblito cafetero, pereira","Casa Campestre enPereira, Risaralda",INFINIT INMOBILIARIA,Llamar,"Casa Campestre en Venta – Naturaleza, Privacidad y Calidad de Vida en PereiraDescubra una propiedad diseñada para quienes desean vivir rodeados de naturaleza, amplios espacios y la tranquilidad que solo una casa campestre puede ofrecer.Con un lote de 1.843 m² y una construcción de 229 m², esta residencia combina comodidad, funcionalidad y una ubicación privilegiada, ideal para disfrutar en familia o como inversión patrimonial.Características principales• 3 habitaciones• 3 baños• Estudio o biblioteca• Cocina integral equipada• Sala y comedor con excelente iluminación natural• Baño en la habitación principal y baño auxiliar• Aire acondicionado• Calentador• Armarios empotradosEspacios exteriores• Amplio jardín con árboles frutales• Terraza para disfrutar del entorno natural• Zonas verdes privadas• Entorno tranquilo y rodeado de naturalezaSeguridad y ubicaciónLa propiedad se encuentra en una urbanización cerrada con vigilancia y circuito cerrado de televisión, ofreciendo privacidad y tranquilidad para toda la familia.Su ubicación permite un fácil acceso a centros comerciales, colegios, universidades, restaurantes y los principales servicios de Pereira, sin renunciar al ambiente campestre.Una propiedad para disfrutar cada díaMás que una casa, es un espacio pensado para quienes valoran la privacidad, el confort y una conexión permanente con la naturaleza.Agenda tu visitaConozca esta propiedad y descubra por qué puede convertirse en el lugar ideal para vivir o invertir.",[],4.7872899,-75.75805,,,,,,,,,,,,,,2026-08-02
"Casa en Venta en Los alamos, Pereira",https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/10129123,10129123,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/384x275/site/fincaraiz_service/media/listing/9d8227a0-d35f-4050-9b2d-79de88f7e137/photos/9d8227a0-d35f-4050-9b2d-79de88f7e137_14_False_4cd4177e-bdd0-4853-84eb-978181447ed8.jpg,[],$ 550.000.000,3 Habs. 3 Baños 133 m²,"Casa en venta en los alamos, pereira","Casa enPereira, Risaralda",INFINIT INMOBILIARIA,Llamar,"Residencia en Venta en Álamos, PereiraUbicada en uno de los sectores más exclusivos y tradicionales de Pereira, esta propiedad representa una excelente oportunidad para quienes buscan una vivienda con ubicación estratégica o una inversión con potencial de rentabilidad.Área construida: 133,33 m²Distribución• 3 habitaciones• 3 baños• Sala comedor• Cocina integral equipada• Terraza interior y exterior• Zona de ropas• Parqueadero cubierto• Sistema de seguridad privadaUbicaciónLa propiedad se encuentra en el sector de Álamos, con fácil acceso al centro de Pereira y cercana a la Universidad Tecnológica de Pereira, hospitales, centros médicos, restaurantes, supermercados y diferentes puntos de interés de la ciudad.Información financieraValor de venta: $550.000.000Administración: $806.000 mensualesOpción de permutaSe recibe en permuta apartamento ubicado en Pereira hasta por un valor máximo de $300.000.000. El excedente deberá ser cancelado en efectivo.Agenda tu visitaConozca esta excelente oportunidad de inversión o vivienda en una de las zonas con mayor tradición y valorización de Pereira.",[],4.7971199,-75.69065,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en Cerritos, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192846776,192846776,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a4fc497a0558_infocdn__gr103982920220308100304jpeg.jpeg,[],$ 531.200.000,1 Hab 2 Baños 83 m²,"Apartamento en venta en cerritos, pereira","Apartamento enPereira, Risaralda",Megapolis Bienes Raices,Llamar,"Código para WhatsApp: ***¡Oportunidad de negocio! Megapropiedad para la venta tipo Apartamento Campestre, ubicado en el exclusivo conjunto residencial MUKAVA DEL VIENTO.  Descubre los privilegios que te brinda un conjunto de altos estandares de calidad de vida como la ubicación equidistante entre lo campestre y lo urbano, el diseño contemporáneo y los acabados de lujo.  Este apartamento te ofrece desde su ingreso,  mueble de linos, baño social, hall, sala comedor con terraza amplia, cocina italiana con torre de hornos, zona de ropas independiente, estudio o habitación de huéspedes y habitación principal con vestier y baño privado.",[],4.8103231242094,-75.774809267051,,,,,,,,,,,,,,2026-08-02
"Senderos de Cerritos, Apartamentos en Venta en Galicia, Pereira",https://www.fincaraiz.com.co/proyectos-vivienda/senderos-de-cerritos-apartamentos-en-venta-en-galicia-pereira/15018000,15018000,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69400b1ab9930_infocdn__mvmckzegjrzfta3lpq7wwxxxtujrg8wrokzifqmxjpg.jpg,[],Desde $ 415.163.376,3 Habs. 2 Baños 62 m²,"Senderos de cerritos, apartamentos en venta en galicia, pereira","Apartamento enPereira, Risaralda",CUPULA,Llamar,"Senderos de Cerritos es el proyecto sobre planos que demuestra que invertir en un NO VIS sí es posible. Con un valor por metro cuadrado altamente competitivo frente a otros desarrollos del sector, se ubica en la zona con mayor potencial de expansión y rentabilidad de Pereira.En este proyecto encontrarás apartamentos de 62 y 66 m², con distribuciones pensadas para tu estilo de vida: 2 o 3 habitaciones, 2 baños y un balcón para disfrutar atardeceres inigualables. Además, más de 12 amenidades diseñadas para conectar con lo esencial, compartir momentos únicos en familia y fortalecer lazos con amigos.",[],4.8115001,-75.7972912,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,¡Pregúntale!,Sobre planos,¡Pregúntale!,Financiación: 70% |Método de pago: 30/70,30% cuota inicial / 70% crédito con el banco de preferencia,¡Pregúntale!,10,¡Pregúntale!,12/21/2028,4,2026-08-02
"Apartamento en Venta en Primero de febrero, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-primero-de-febrero-pereira/193054300,193054300,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.69064db4e2289_infocdn__dbdpgygv7oaxcl3qxjzwdpo9q2hmnadaizgnovttjpg.jpg,[],$ 170.000.000,2 Habs. 2 Baños 59 m²,"Apartamento en venta en primero de febrero, pereira","Apartamento enPereira, Risaralda",Rento Inmobiliaria,Llamar,"Se vende apartamento en el centro sala-comedor, cocina semi-integral, gas domiciliario, calentador a gas, dos habitaciones, dos baños con completos el del cuarto principal tiene tina y el apartamento cuenta con Mezanine, administración $288.000. No tiene ascensor es un 5v piso. Para más información contáctanos al ***",[],4.8149839,-75.7053959,,,,,,,,,,,,,,2026-08-02
"Apartamento en Venta en El poblado i etapa, Pereira",https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-i-etapa-pereira/193198674,193198674,https://cdn4.fincaraiz.com.co/repo/img/th.outside384x275.6a06954d62ba4_infocdn__j2624qszal9xrxqvrqprrtnqjif2fvwzmg5pjwo9jpg.jpg,[],$ 238.000.000,2 Habs. 1 Baño 44 m²,"Apartamento en venta en el poblado i etapa, pereira","Apartamento enPereira, Risaralda",VERTICAL SERVICIOS INMOBILIARIOS,Llamar,"VERTICAL SERVICIOS INMOBILIARIOS VENDE: Descubra este excepcional apartamento, una propiedad que redefine la vida familiar en un entorno natural y contemporáneo. Ubicado en un edificio de diseño vanguardista de 20 pisos, este inmueble ofrece 1 baño y 1 garaje, ideal para quienes buscan comodidad y un estilo de vida activo. Sumérjase en amplios jardines de estilo natural, meticulosamente diseñados para la recreación y el disfrute al aire libre, creando un oasis de tranquilidad. Con una antigüedad de entre 1 y 8 años, esta residencia garantiza vistas espectaculares y un ambiente exclusivo.El edificio se distingue por sus extensas zonas verdes, que incluyen modernas canchas deportivas para los entusiastas del ejercicio, vibrantes áreas de juegos infantiles para la diversión de los más pequeños y zonas de cultivo/huertas, perfectas para quienes disfrutan de la jardinería y la conexión con la naturaleza. Esta vivienda multifamiliar se integra armoniosamente con el entorno, ofreciendo una experiencia de vida única con una fachada moderna y acceso directo a un ambiente sereno.Entre sus características clave, destacan el jardín/patio privado, las canchas deportivas de primer nivel, la zona infantil segura y las múltiples zonas verdes que invitan a la relajación y al esparcimiento. Es el hogar perfecto para vivir al aire libre, combinando la tranquilidad de la naturaleza con la conveniencia de una residencia moderna y sofisticada. Con un precio de $238.000.000, esta propiedad representa una oportunidad inigualable para quienes valoran un estilo de vida saludable, en contacto con la naturaleza y con todas las comodidades modernas.",[],4.8062281,-75.70705,,,,,,,,,,,,,,2026-08-02
